Ubicacion,Fallo,Tiempo_medio_entre_fallos(h),Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Norte,0,639.9090909090909,142.6,2.88,5918.0,Compresor,ABB,Z300,4546.0,2061
Planta Norte,0,639.9090909090909,83.62,0.23,52234.0,Compresor,ABB,Z300,4546.0,2061
Planta Norte,0,639.9090909090909,132.48,3.38,30673.0,Compresor,ABB,Z300,4546.0,2061
Planta Norte,0,639.9090909090909,148.14,1.56,38054.0,Compresor,ABB,Z300,4546.0,2061
Planta Norte,0,639.9090909090909,69.55,1.95,24605.0,Compresor,ABB,Z300,4546.0,2061
Planta Este,1,659.5714285714286,57.08,3.21,36290.0,Compresor,ABB,M400,2074.0,6712
Planta Este,1,659.5714285714286,103.83000000000001,3.12,41681.0,Compresor,ABB,M400,2074.0,6712
Planta Este,1,659.5714285714286,108.38,4.92,43208.0,Compresor,ABB,M400,2074.0,6712
Planta Oeste,1,1091.25,146.78,3.79,48141.0,Motor,ABB,Z300,3028.0,8369
Planta Oeste,1,1091.25,101.97,1.6,21763.0,Motor,ABB,Z300,3028.0,8369
Planta Oeste,1,679.75,80.6,3.81,8483.0,Motor,GE,M400,4223.0,1741
Planta Este,0,745.1818181818181,124.81,3.55,81946.0,Generador,ABB,Z300,2986.0,7395
Planta Este,0,745.1818181818181,129.92,3.18,49616.0,Generador,ABB,Z300,2986.0,7395
Planta Este,1,741.8461538461538,125.68,4.3,60195.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,0,833.2727272727273,144.77,1.25,24432.0,Generador,ABB,X100,3786.0,9495
Planta Oeste,0,833.2727272727273,140.12,0.52,61018.0,Generador,ABB,X100,3786.0,9495
Planta Oeste,0,833.2727272727273,55.76,0.49,10810.0,Generador,ABB,X100,3786.0,9495
Planta Norte,1,690.6428571428571,75.92,1.79,10616.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,1,690.6428571428571,64.33,1.12,59013.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,1,690.6428571428571,132.86,2.36,78212.0,Motor,Schneider,M400,4523.0,3637
Planta Este,0,1001.6666666666666,85.92,3.34,66313.0,Motor,Siemens,X100,946.0,6127
Planta Este,0,1001.6666666666666,144.5,4.86,60097.0,Motor,Siemens,X100,946.0,6127
Planta Norte,0,1467.5,64.44,4.78,85849.0,Motor,Siemens,Y200,3461.0,7529
Planta Norte,0,1467.5,73.94,0.18,21595.0,Motor,Siemens,Y200,3461.0,7529
Planta Oeste,1,2224.75,126.94,2.96,46044.0,Compresor,GE,X100,3119.0,1099
Planta Oeste,1,2224.75,121.6,2.34,18068.0,Compresor,GE,X100,3119.0,1099
Planta Oeste,1,2224.75,87.87,1.58,3580.0,Compresor,GE,X100,3119.0,1099
Planta Sur,0,714.8333333333334,82.38,0.46,97342.0,Motor,GE,Z300,2945.0,3638
Planta Sur,0,714.8333333333334,130.81,4.31,88158.0,Motor,GE,Z300,2945.0,3638
Planta Sur,0,714.8333333333334,65.99,4.17,27995.0,Motor,GE,Z300,2945.0,3638
Planta Sur,0,714.8333333333334,102.4,3.95,80413.0,Motor,GE,Z300,2945.0,3638
Planta Oeste,0,1254.142857142857,79.44,4.94,82764.0,Transformador,Siemens,X100,2838.0,5809
Planta Oeste,0,1254.142857142857,147.05,0.44,68804.0,Transformador,Siemens,X100,2838.0,5809
Planta Sur,1,1109.375,72.38,0.44,94305.0,Generador,Schneider,X100,4082.0,6958
Planta Sur,1,1109.375,108.69,4.25,69693.0,Generador,Schneider,X100,4082.0,6958
Planta Este,0,1247.8333333333333,103.31,3.66,68862.0,Motor,GE,Z300,11976.5,9518
Planta Este,0,1247.8333333333333,110.84,1.94,28439.0,Motor,GE,Z300,11976.5,9518
Planta Oeste,0,768.8571428571429,75.93,4.36,51676.0,Transformador,GE,X100,4333.0,3246
Planta Sur,0,1071.0,129.77,4.84,26795.0,Motor,Siemens,Y200,1631.0,1616
Planta Sur,0,1071.0,126.15,4.58,77604.0,Motor,Siemens,Y200,1631.0,1616
Planta Sur,0,1071.0,114.1,3.36,2737.0,Motor,Siemens,Y200,1631.0,1616
Planta Sur,0,1071.0,146.89,3.73,12140.0,Motor,Siemens,Y200,1631.0,1616
Planta Sur,0,1071.0,68.89,4.77,34828.0,Motor,Siemens,Y200,1631.0,1616
Planta Sur,0,1071.0,102.09,3.12,73521.0,Motor,Siemens,Y200,1631.0,1616
Planta Sur,0,764.9090909090909,106.74,3.5,73352.0,Transformador,Schneider,Z300,3479.0,3874
Planta Sur,0,764.9090909090909,85.87,4.11,90776.0,Transformador,Schneider,Z300,3479.0,3874
Planta Sur,0,762.75,63.92,3.4,75285.0,Transformador,Schneider,Y200,4004.0,1119
Planta Oeste,0,742.3333333333334,67.98,3.54,16854.0,Generador,GE,M400,1337.0,2989
Planta Sur,0,837.4545454545455,81.21,4.09,56219.0,Transformador,Schneider,X100,968.0,2098
Planta Este,1,736.6923076923077,62.78,2.07,33831.0,Compresor,GE,Y200,1626.0,9660
Planta Norte,1,663.6,85.04,2.04,78350.0,Compresor,Schneider,Z300,3000.0,1986
Planta Oeste,0,606.3333333333334,144.1,1.22,37710.0,Transformador,GE,Y200,1307.0,9099
Planta Este,1,791.9090909090909,123.29,0.33,72708.0,Compresor,ABB,Y200,4783.0,5133
Planta Sur,0,804.6,80.84,2.42,56554.0,Motor,Schneider,Y200,2000.0,7703
Planta Este,0,2709.3333333333335,72.81,4.78,51504.0,Generador,GE,M400,4989.0,4729
Planta Oeste,1,837.4545454545455,81.21,4.09,56219.0,Transformador,Schneider,X100,968.0,2098
Planta Oeste,0,674.2857142857143,108.26,4.03,16734.0,Transformador,GE,Y200,100.0,7685
Planta Oeste,0,674.2857142857143,124.09,1.33,59476.0,Transformador,GE,Y200,100.0,7685
Planta Norte,1,833.2727272727273,144.77,1.25,24432.0,Generador,ABB,X100,3786.0,9495
Planta Norte,1,833.2727272727273,140.12,0.52,61018.0,Generador,ABB,X100,3786.0,9495
Planta Norte,1,833.2727272727273,55.76,0.49,10810.0,Generador,ABB,X100,3786.0,9495
Planta Oeste,1,833.2727272727273,144.77,1.25,24432.0,Generador,ABB,X100,3786.0,9495
Planta Oeste,1,833.2727272727273,140.12,0.52,61018.0,Generador,ABB,X100,3786.0,9495
Planta Oeste,1,833.2727272727273,55.76,0.49,10810.0,Generador,ABB,X100,3786.0,9495
Planta Norte,0,906.0,68.39,1.27,82354.0,Transformador,Siemens,X100,695.0,8247
Planta Sur,1,1035.0,123.3,1.12,40845.0,Compresor,GE,Y200,1652.0,8840
Planta Oeste,0,745.25,120.92,3.01,98872.0,Compresor,Schneider,X100,4925.0,7358
Planta Oeste,0,838.1428571428571,77.15,3.79,45252.0,Motor,Siemens,Z300,4517.0,7069
Planta Oeste,0,838.1428571428571,58.56,1.9,66632.0,Motor,Siemens,Z300,4517.0,7069
Planta Este,1,870.1818181818181,100.63,0.74,46991.0,Compresor,Siemens,Y200,4265.0,5663
Planta Este,1,870.1818181818181,59.92,0.64,55938.0,Compresor,Siemens,Y200,4265.0,5663
Planta Este,0,620.0909090909091,93.88,2.85,79051.0,Motor,GE,Y200,4898.0,7838
Planta Sur,0,1195.142857142857,59.78,2.0,57221.0,Generador,ABB,Z300,11976.5,3605
Planta Sur,1,741.75,75.95,1.78,52971.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,1,1015.7777777777778,121.05,4.29,18314.0,Motor,Schneider,Y200,-100.0,1243
Planta Oeste,1,1015.7777777777778,126.45,3.89,26199.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,1,898.7,71.22,1.09,52346.0,Motor,GE,Y200,1380.0,4385
Planta Oeste,1,1209.0,63.59,4.52,52556.0,Motor,Schneider,Z300,1180.0,4134
Planta Norte,0,769.0833333333334,78.05,1.0,47905.0,Transformador,GE,X100,4406.0,1237
Planta Norte,0,769.0833333333334,124.78,4.5,56824.0,Transformador,GE,X100,4406.0,1237
Planta Sur,0,690.6428571428571,75.92,1.79,10616.0,Motor,Schneider,M400,4523.0,3637
Planta Sur,0,690.6428571428571,64.33,1.12,59013.0,Motor,Schneider,M400,4523.0,3637
Planta Sur,0,690.6428571428571,132.86,2.36,78212.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,0,1201.5714285714287,51.49,3.69,85257.0,Generador,ABB,Z300,1144.0,6556
Planta Norte,1,656.0833333333334,80.2,3.61,81257.0,Motor,ABB,M400,4074.0,7154
Planta Norte,1,656.0833333333334,127.16,1.79,49870.0,Motor,ABB,M400,4074.0,7154
Planta Norte,1,656.0833333333334,93.97,1.53,60086.0,Motor,ABB,M400,4074.0,7154
Planta Este,0,1729.8,50.19,2.09,27836.0,Motor,ABB,Z300,4247.0,1751
Planta Este,0,1729.8,86.18,1.08,39729.0,Motor,ABB,Z300,4247.0,1751
Planta Este,0,972.0,66.16,0.22,89502.0,Transformador,Siemens,Y200,11976.5,1947
Planta Norte,1,840.1818181818181,60.64,1.75,88092.0,Generador,GE,Z300,1885.0,5439
Planta Norte,1,840.1818181818181,57.06,3.9,46363.0,Generador,GE,Z300,1885.0,5439
Planta Norte,1,840.1818181818181,76.69,4.66,66482.0,Generador,GE,Z300,1885.0,5439
Planta Norte,0,610.9,103.04,4.7,38910.0,Motor,Siemens,X100,1652.0,3195
Planta Norte,0,610.9,57.16,4.6,9994.0,Motor,Siemens,X100,1652.0,3195
Planta Norte,0,1064.0,52.46,1.74,90275.0,Compresor,Schneider,Z300,3095.0,2579
Planta Norte,0,1064.0,138.68,2.3,91216.0,Compresor,Schneider,Z300,3095.0,2579
Planta Este,1,768.0,75.39999999999999,3.355,56252.0,Compresor,Siemens,M400,4748.0,4649
Planta Sur,1,826.1666666666666,113.87,2.01,68941.0,Motor,GE,Y200,4459.0,8434
Planta Sur,1,826.1666666666666,105.8,2.07,31551.0,Motor,GE,Y200,4459.0,8434
Planta Este,1,859.1111111111111,124.89,4.38,78572.0,Motor,GE,X100,780.0,5264
Planta Norte,1,867.4545454545455,76.41,4.08,70259.0,Generador,ABB,Y200,2067.0,9164
Planta Norte,1,867.4545454545455,65.33,0.64,61832.0,Generador,ABB,Y200,2067.0,9164
Planta Este,0,1195.142857142857,59.78,2.0,57221.0,Generador,ABB,Z300,11976.5,3605
Planta Sur,1,1076.2857142857142,140.93,1.92,24422.0,Generador,GE,Y200,2647.0,7909
Planta Sur,1,1076.2857142857142,82.99,4.21,14360.0,Generador,GE,Y200,2647.0,7909
Planta Oeste,0,903.0,136.17,3.62,56774.0,Generador,Schneider,X100,4762.0,7944
Planta Oeste,0,903.0,61.3,3.63,44125.0,Generador,Schneider,X100,4762.0,7944
Planta Oeste,0,903.0,108.52,0.87,78846.0,Generador,Schneider,X100,4762.0,7944
Planta Norte,1,992.4444444444445,74.02,0.97,70630.0,Generador,ABB,Z300,4234.0,8912
Planta Oeste,1,661.0,116.22,3.85,30624.0,Motor,GE,Y200,1584.0,4722
Planta Sur,1,838.1428571428571,77.15,3.79,45252.0,Motor,Siemens,Z300,4517.0,7069
Planta Sur,1,838.1428571428571,58.56,1.9,66632.0,Motor,Siemens,Z300,4517.0,7069
Planta Este,0,553.6470588235294,112.52,2.97,56113.0,Transformador,Siemens,Y200,3247.0,6735
Planta Norte,1,584.6666666666666,62.94,3.93,75167.0,Transformador,Siemens,Z300,1396.0,8560
Planta Este,0,1012.8888888888889,53.76,1.86,22009.0,Transformador,ABB,X100,1117.0,9988
Planta Este,0,1012.8888888888889,110.39,1.08,45935.0,Transformador,ABB,X100,1117.0,9988
Planta Este,0,1012.8888888888889,101.36500000000001,1.5599999999999998,71204.5,Transformador,ABB,X100,1117.0,9988
Planta Norte,1,739.4166666666666,115.09,1.38,3449.0,Motor,ABB,Z300,260.0,7954
Planta Norte,1,739.4166666666666,148.22,3.56,74201.0,Motor,ABB,Z300,260.0,7954
Planta Norte,1,739.4166666666666,58.24,2.13,48015.0,Motor,ABB,Z300,260.0,7954
Planta Este,0,739.4166666666666,115.09,1.38,3449.0,Motor,ABB,Z300,260.0,7954
Planta Este,0,739.4166666666666,148.22,3.56,74201.0,Motor,ABB,Z300,260.0,7954
Planta Este,0,739.4166666666666,58.24,2.13,48015.0,Motor,ABB,Z300,260.0,7954
Planta Norte,1,1028.888888888889,111.99,1.65,90520.0,Motor,Schneider,M400,3935.0,6293
Planta Norte,1,1028.888888888889,121.01,1.82,94273.0,Motor,Schneider,M400,3935.0,6293
Planta Este,0,793.0,133.69,2.19,9008.0,Motor,Siemens,Y200,1491.0,7305
Planta Norte,1,1467.5,64.44,4.78,85849.0,Motor,Siemens,Y200,3461.0,7529
Planta Norte,1,1467.5,73.94,0.18,21595.0,Motor,Siemens,Y200,3461.0,7529
Planta Este,0,1355.0,111.32,2.05,29191.0,Motor,GE,X100,3062.0,3315
Planta Este,0,1355.0,113.29,1.15,96991.0,Motor,GE,X100,3062.0,3315
Planta Este,0,1355.0,109.74,3.19,20148.0,Motor,GE,X100,3062.0,3315
Planta Este,0,1355.0,122.55,3.23,79718.0,Motor,GE,X100,3062.0,3315
Planta Este,0,1355.0,54.21,1.39,58451.0,Motor,GE,X100,3062.0,3315
Planta Norte,0,851.5555555555555,77.44,2.4,98646.0,Generador,GE,X100,2157.0,3183
Planta Norte,0,851.5555555555555,106.2,2.75,30094.0,Generador,GE,X100,2157.0,3183
Planta Norte,0,851.5555555555555,67.78,3.26,83110.0,Generador,GE,X100,2157.0,3183
Planta Sur,0,749.0909090909091,146.53,1.94,28439.0,Transformador,ABB,X100,2617.0,8191
Planta Este,0,1281.8,126.14,4.07,78922.0,Motor,Schneider,Z300,4267.0,4383
Planta Este,0,1281.8,141.61,1.79,62120.0,Motor,Schneider,Z300,4267.0,4383
Planta Este,0,1281.8,92.1,0.44,4290.0,Motor,Schneider,Z300,4267.0,4383
Planta Norte,0,975.5714285714286,64.97,1.73,18646.0,Generador,Schneider,Z300,2106.0,3763
Planta Sur,1,789.25,70.78,3.71,87911.0,Motor,Siemens,Z300,4932.0,8281
Planta Sur,1,978.2,118.31,1.29,29831.0,Motor,Siemens,Z300,4733.0,3301
Planta Sur,1,978.2,96.23,1.78,90164.0,Motor,Siemens,Z300,4733.0,3301
Planta Sur,1,829.4,132.62,1.93,28520.0,Compresor,GE,X100,605.0,3503
Planta Oeste,0,552.3,68.89,3.48,4737.0,Generador,Schneider,Z300,4192.0,9303
Planta Este,1,663.6,85.04,2.04,78350.0,Compresor,Schneider,Z300,3000.0,1986
Planta Sur,1,1184.625,125.34,1.73,78363.0,Transformador,ABB,Z300,2109.0,8902
Planta Sur,1,1184.625,136.47,0.15,74182.0,Transformador,ABB,Z300,2109.0,8902
Planta Sur,1,1184.625,113.18,4.72,13957.0,Transformador,ABB,Z300,2109.0,8902
Planta Sur,1,1184.625,72.09,3.3,78356.0,Transformador,ABB,Z300,2109.0,8902
Planta Oeste,0,840.1818181818181,60.64,1.75,88092.0,Generador,GE,Z300,1885.0,5439
Planta Oeste,0,840.1818181818181,57.06,3.9,46363.0,Generador,GE,Z300,1885.0,5439
Planta Oeste,0,840.1818181818181,76.69,4.66,66482.0,Generador,GE,Z300,1885.0,5439
Planta Norte,1,833.2727272727273,144.77,1.25,24432.0,Generador,ABB,X100,3786.0,9495
Planta Norte,1,833.2727272727273,140.12,0.52,61018.0,Generador,ABB,X100,3786.0,9495
Planta Norte,1,833.2727272727273,55.76,0.49,10810.0,Generador,ABB,X100,3786.0,9495
Planta Norte,0,762.75,63.92,3.4,75285.0,Transformador,Schneider,Y200,4004.0,1119
Planta Sur,1,762.75,63.92,3.4,75285.0,Transformador,Schneider,Y200,4004.0,1119
Planta Sur,0,724.9166666666666,50.88,4.09,24356.0,Compresor,Schneider,Z300,506.0,9555
Planta Oeste,0,1345.7142857142858,122.17,4.15,27722.0,Compresor,ABB,Z300,1957.0,3472
Planta Oeste,0,1345.7142857142858,117.06,4.74,4871.0,Compresor,ABB,Z300,1957.0,3472
Planta Oeste,1,584.6666666666666,62.94,3.93,75167.0,Transformador,Siemens,Z300,1396.0,8560
Planta Sur,0,900.375,134.94,0.9,63370.0,Transformador,ABB,X100,4866.0,1823
Planta Sur,0,900.375,130.43,2.33,19913.0,Transformador,ABB,X100,4866.0,1823
Planta Sur,0,900.375,127.57,2.72,770.0,Transformador,ABB,X100,4866.0,1823
Planta Sur,0,854.375,59.49,4.64,18341.0,Motor,Schneider,Y200,3607.0,6085
Planta Sur,0,854.375,115.37,3.29,80717.0,Motor,Schneider,Y200,3607.0,6085
Planta Sur,0,854.375,79.16,2.63,54865.0,Motor,Schneider,Y200,3607.0,6085
Planta Este,0,742.3333333333334,67.98,3.54,16854.0,Generador,GE,M400,1337.0,2989
Planta Oeste,0,626.7333333333333,60.49,1.11,51487.0,Generador,ABB,M400,1536.0,1999
Planta Sur,0,882.3636363636364,59.77,3.08,11457.0,Compresor,GE,M400,294.0,2236
Planta Sur,0,882.3636363636364,147.64,1.01,13886.0,Compresor,GE,M400,294.0,2236
Planta Sur,0,1080.25,63.31,2.76,88196.0,Motor,ABB,Y200,2493.0,2315
Planta Oeste,1,1075.125,130.96,4.47,30068.0,Motor,Schneider,Y200,3480.0,4455
Planta Oeste,1,1075.125,119.28,1.72,35564.0,Motor,Schneider,Y200,3480.0,4455
Planta Este,0,742.3333333333334,67.98,3.54,16854.0,Generador,GE,M400,1337.0,2989
Planta Norte,1,1341.7142857142858,98.95,4.34,63432.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,1341.7142857142858,89.98,0.74,32646.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,1341.7142857142858,108.01,3.45,4594.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,1341.7142857142858,73.32,1.06,9732.0,Motor,Siemens,Y200,377.0,5978
Planta Este,0,857.0,74.95,4.88,51929.0,Transformador,ABB,M400,4796.0,9453
Planta Este,0,857.0,109.95,1.35,19235.0,Transformador,ABB,M400,4796.0,9453
Planta Norte,0,1410.0,57.47,1.58,16168.0,Transformador,Siemens,M400,1708.0,1141
Planta Norte,0,1410.0,135.54,3.11,94764.0,Transformador,Siemens,M400,1708.0,1141
Planta Este,1,2704.6666666666665,123.42,0.32,26722.0,Compresor,GE,X100,132.0,5634
Planta Este,1,2704.6666666666665,145.78,4.4,23824.0,Compresor,GE,X100,132.0,5634
Planta Este,0,752.0,71.11,3.24,42929.0,Transformador,GE,X100,3728.0,8016
Planta Este,0,752.0,76.25,4.83,41738.0,Transformador,GE,X100,3728.0,8016
Planta Este,0,752.0,137.49,0.94,76688.0,Transformador,GE,X100,3728.0,8016
Planta Este,0,752.0,61.59,0.67,35992.0,Transformador,GE,X100,3728.0,8016
Planta Este,0,752.0,59.8,0.12,71601.0,Transformador,GE,X100,3728.0,8016
Planta Norte,0,1297.0,68.25,3.93,22876.0,Compresor,Siemens,Y200,2683.0,2185
Planta Oeste,1,854.375,59.49,4.64,18341.0,Motor,Schneider,Y200,3607.0,6085
Planta Oeste,1,854.375,115.37,3.29,80717.0,Motor,Schneider,Y200,3607.0,6085
Planta Oeste,1,854.375,79.16,2.63,54865.0,Motor,Schneider,Y200,3607.0,6085
Planta Este,1,656.0714285714286,103.13,4.28,28355.0,Motor,ABB,M400,1324.0,6036
Planta Este,1,656.0714285714286,101.43,2.31,5528.0,Motor,ABB,M400,1324.0,6036
Planta Este,1,656.0714285714286,99.49,0.2,39991.0,Motor,ABB,M400,1324.0,6036
Planta Oeste,0,930.0,147.41,2.95,49185.0,Motor,ABB,Y200,4463.0,8853
Planta Oeste,0,930.0,68.73,4.16,20236.0,Motor,ABB,Y200,4463.0,8853
Planta Oeste,0,930.0,92.9,4.43,97755.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,898.7,71.22,1.09,52346.0,Motor,GE,Y200,1380.0,4385
Planta Sur,0,608.4,55.39,4.77,31853.0,Motor,GE,Y200,1839.0,5678
Planta Sur,0,608.4,88.31,2.79,78628.0,Motor,GE,Y200,1839.0,5678
Planta Sur,0,1080.25,63.31,2.76,88196.0,Motor,ABB,Y200,2493.0,2315
Planta Este,0,1301.5,65.29,1.46,48898.0,Compresor,Siemens,M400,4430.0,2723
Planta Sur,1,1813.6,79.15,4.12,52154.0,Transformador,ABB,Y200,3674.0,8328
Planta Este,0,1064.0,52.46,1.74,90275.0,Compresor,Schneider,Z300,3095.0,2579
Planta Este,0,1064.0,138.68,2.3,91216.0,Compresor,Schneider,Z300,3095.0,2579
Planta Sur,0,768.8571428571429,75.93,4.36,51676.0,Transformador,GE,X100,4333.0,3246
Planta Oeste,0,1206.1666666666667,99.88,0.64,22002.0,Motor,Schneider,Y200,4521.0,1678
Planta Norte,0,658.8181818181819,76.57,4.73,51542.0,Transformador,Siemens,X100,1626.0,4523
Planta Este,0,799.8,50.06,3.62,11663.0,Motor,GE,X100,3637.0,1818
Planta Este,0,799.8,140.28,2.94,12966.0,Motor,GE,X100,3637.0,1818
Planta Este,0,799.8,128.92,3.02,15972.0,Motor,GE,X100,3637.0,1818
Planta Sur,1,550.4615384615385,95.65,4.5,81395.0,Transformador,GE,M400,2077.0,547
Planta Sur,1,550.4615384615385,57.25,3.39,59878.0,Transformador,GE,M400,2077.0,547
Planta Norte,1,1044.8333333333333,92.51,3.94,19283.0,Motor,Siemens,Z300,1883.0,9004
Planta Norte,1,1044.8333333333333,118.37,4.37,65427.0,Motor,Siemens,Z300,1883.0,9004
Planta Norte,0,714.8333333333334,82.38,0.46,97342.0,Motor,GE,Z300,2945.0,3638
Planta Norte,0,714.8333333333334,130.81,4.31,88158.0,Motor,GE,Z300,2945.0,3638
Planta Norte,0,714.8333333333334,65.99,4.17,27995.0,Motor,GE,Z300,2945.0,3638
Planta Norte,0,714.8333333333334,102.4,3.95,80413.0,Motor,GE,Z300,2945.0,3638
Planta Sur,0,704.5454545454545,112.72,1.07,7999.0,Compresor,Schneider,Y200,11976.5,3712
Planta Sur,0,684.9090909090909,125.84,2.0,29522.0,Compresor,Schneider,X100,685.0,940
Planta Norte,0,656.25,101.04,3.78,31680.0,Generador,Schneider,Y200,3138.0,6390
Planta Sur,0,456.7692307692308,86.74,2.54,33614.0,Compresor,GE,M400,4624.0,4697
Planta Sur,0,456.7692307692308,124.56,3.84,98021.0,Compresor,GE,M400,4624.0,4697
Planta Sur,0,975.5714285714286,64.97,1.73,18646.0,Generador,Schneider,Z300,2106.0,3763
Planta Oeste,0,2768.6666666666665,80.17,3.26,38551.0,Compresor,Schneider,M400,1315.0,7135
Planta Oeste,0,2768.6666666666665,69.88,1.8,41430.0,Compresor,Schneider,M400,1315.0,7135
Planta Oeste,0,2768.6666666666665,97.29,3.92,16854.0,Compresor,Schneider,M400,1315.0,7135
Planta Norte,0,942.875,133.42,4.67,74252.0,Motor,GE,Y200,4749.0,6273
Planta Norte,0,942.875,108.56,0.4,93986.0,Motor,GE,Y200,4749.0,6273
Planta Norte,0,942.875,94.1,2.94,11229.0,Motor,GE,Y200,4749.0,6273
Planta Norte,1,1071.0,129.77,4.84,26795.0,Motor,Siemens,Y200,1631.0,1616
Planta Norte,1,1071.0,126.15,4.58,77604.0,Motor,Siemens,Y200,1631.0,1616
Planta Norte,1,1071.0,114.1,3.36,2737.0,Motor,Siemens,Y200,1631.0,1616
Planta Norte,1,1071.0,146.89,3.73,12140.0,Motor,Siemens,Y200,1631.0,1616
Planta Norte,1,1071.0,68.89,4.77,34828.0,Motor,Siemens,Y200,1631.0,1616
Planta Norte,1,1071.0,102.09,3.12,73521.0,Motor,Siemens,Y200,1631.0,1616
Planta Este,0,745.1818181818181,124.81,3.55,81946.0,Generador,ABB,Z300,2986.0,7395
Planta Este,0,745.1818181818181,129.92,3.18,49616.0,Generador,ABB,Z300,2986.0,7395
Planta Este,0,719.0,140.31,0.66,36453.0,Transformador,Schneider,Z300,1274.0,2379
Planta Este,0,719.0,77.85,1.36,85702.0,Transformador,Schneider,Z300,1274.0,2379
Planta Este,0,719.0,122.72,3.28,45165.0,Transformador,Schneider,Z300,1274.0,2379
Planta Este,0,719.0,91.37,2.99,64817.0,Transformador,Schneider,Z300,1274.0,2379
Planta Este,0,719.0,57.55,4.89,50974.0,Transformador,Schneider,Z300,1274.0,2379
Planta Oeste,0,717.0769230769231,75.3,2.89,81794.0,Generador,Siemens,M400,2532.0,7947
Planta Oeste,0,717.0769230769231,77.95,2.16,72761.0,Generador,Siemens,M400,2532.0,7947
Planta Norte,0,3133.3333333333335,55.99,4.43,98530.0,Transformador,ABB,X100,650.0,9074
Planta Norte,0,3133.3333333333335,130.48,2.97,64220.0,Transformador,ABB,X100,650.0,9074
Planta Norte,0,3133.3333333333335,107.26,3.09,74967.0,Transformador,ABB,X100,650.0,9074
Planta Oeste,0,581.0833333333334,94.88,3.63,8051.0,Compresor,GE,M400,378.0,6547
Planta Sur,1,1230.6,148.06,4.96,85231.0,Motor,GE,X100,2068.0,1824
Planta Oeste,0,906.8888888888889,63.3,3.22,89102.0,Motor,GE,Y200,1931.0,535
Planta Sur,0,702.5454545454545,117.16,2.99,97530.0,Compresor,ABB,X100,1915.0,6573
Planta Oeste,0,926.3,143.06,4.63,58159.0,Compresor,ABB,X100,1909.0,3043
Planta Norte,0,456.7692307692308,86.74,2.54,33614.0,Compresor,GE,M400,4624.0,4697
Planta Norte,0,456.7692307692308,124.56,3.84,98021.0,Compresor,GE,M400,4624.0,4697
Planta Este,0,854.375,59.49,4.64,18341.0,Motor,Schneider,Y200,3607.0,6085
Planta Este,0,854.375,115.37,3.29,80717.0,Motor,Schneider,Y200,3607.0,6085
Planta Este,0,854.375,79.16,2.63,54865.0,Motor,Schneider,Y200,3607.0,6085
Planta Oeste,0,889.2857142857143,94.82,4.0,2790.0,Generador,Schneider,Y200,2895.0,3266
Planta Oeste,0,704.5454545454545,112.72,1.07,7999.0,Compresor,Schneider,Y200,11976.5,3712
Planta Este,0,2704.6666666666665,123.42,0.32,26722.0,Compresor,GE,X100,132.0,5634
Planta Este,0,2704.6666666666665,145.78,4.4,23824.0,Compresor,GE,X100,132.0,5634
Planta Sur,1,686.7692307692307,131.25,1.81,5089.0,Generador,Schneider,X100,1157.0,7516
Planta Sur,1,1141.625,100.95,1.68,70639.0,Compresor,Siemens,M400,1451.0,7303
Planta Este,1,1330.0,131.6,3.99,60980.0,Transformador,Schneider,Z300,3230.0,8494
Planta Este,1,1330.0,95.99,4.38,10354.0,Transformador,Schneider,Z300,3230.0,8494
Planta Este,0,963.625,111.22,0.42,75888.0,Transformador,ABB,Y200,3445.0,5390
Planta Este,0,963.625,58.66,0.2,81811.0,Transformador,ABB,Y200,3445.0,5390
Planta Oeste,1,1198.0,105.99,0.25,6343.0,Motor,Siemens,X100,2505.0,1688
Planta Sur,0,1230.6,148.06,4.96,85231.0,Motor,GE,X100,2068.0,1824
Planta Oeste,1,686.0714285714286,148.01,3.27,34257.0,Compresor,Siemens,X100,11976.5,3160
Planta Sur,1,1727.2,148.67,1.91,72061.0,Motor,Siemens,M400,3820.0,2081
Planta Sur,1,1727.2,143.83,1.56,42929.0,Motor,Siemens,M400,3820.0,2081
Planta Sur,1,1727.2,85.94,4.48,49622.0,Motor,Siemens,M400,3820.0,2081
Planta Este,1,732.3076923076923,112.71,1.15,75238.0,Generador,Schneider,Y200,4786.0,3780
Planta Este,1,732.3076923076923,148.02,1.99,37855.0,Generador,Schneider,Y200,4786.0,3780
Planta Este,0,1028.888888888889,111.99,1.65,90520.0,Motor,Schneider,M400,3935.0,6293
