Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Oeste,1,421.0,77.71000000000001,3.11,20.040277777777778,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Oeste,1,673.0,123.685,2.955,9.032916666666667,Compresor,Schneider,Z300,3400.0,0.7102777777777778
Planta Norte,1,534.0,122.055,4.01,7.631805555555555,Generador,Schneider,Y200,633.0,2.278611111111111
Planta Oeste,1,187.0,126.5,0.41,4.418055555555555,Motor,Schneider,X100,2315.0,0.8805555555555555
Planta Este,1,914.0,84.83666666666666,3.25,15.745277777777778,Motor,Schneider,M400,4523.0,1.0102777777777778
Planta Este,1,964.0,81.24666666666667,1.3133333333333332,21.677777777777777,Transformador,Siemens,Y200,75.0,2.0527777777777776
Planta Norte,1,707.0,114.62,1.23,20.924444444444443,Motor,ABB,X100,4940.0,0.6841666666666667
Planta Norte,1,718.0,108.39,1.58,3.0052777777777777,Motor,Schneider,Z300,396.0,1.4708333333333334
Planta Norte,1,554.0,61.77,4.4,17.805555555555557,Motor,ABB,Y200,3925.0,1.42
Planta Sur,1,978.0,62.29,4.21,6.7425,Transformador,ABB,M400,2769.0,2.2841666666666667
Planta Este,1,473.0,94.73,1.04,24.093055555555555,Compresor,ABB,Z300,1328.0,2.1425
Planta Norte,1,208.0,66.85000000000001,4.14,18.075972222222223,Transformador,GE,M400,253.0,2.1566666666666667
Planta Oeste,1,783.0,50.35,2.52,4.41,Generador,GE,X100,2669.0,2.100277777777778
Planta Sur,1,547.0,73.0,2.13,11.920833333333333,Motor,ABB,X100,2331.0,2.766111111111111
Planta Oeste,1,1379.0,143.13,3.37,14.403888888888888,Transformador,Siemens,Z300,1881.0,1.3586111111111112
Planta Oeste,1,94.0,137.31,1.53,26.550555555555555,Compresor,GE,M400,4929.0,1.6502777777777777
Planta Este,1,94.0,137.31,1.53,26.550555555555555,Compresor,GE,M400,4929.0,1.6502777777777777
Planta Este,1,58.0,124.51,0.59,19.19,Generador,Schneider,Y200,633.0,2.278611111111111
Planta Sur,1,536.0,133.24,1.5,21.825277777777778,Motor,ABB,M400,3897.0,2.0383333333333336
Planta Sur,1,175.0,67.52,3.8,15.369722222222222,Motor,Siemens,Y200,2525.0,0.45055555555555554
Planta Este,1,219.0,80.1475,1.0825,15.100138888888889,Generador,ABB,Z300,1144.0,1.8211111111111111
Planta Sur,1,938.0,106.74000000000001,1.5733333333333333,9.907592592592593,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Sur,1,1444.0,93.69,1.76,8.610277777777778,Generador,ABB,X100,194.0,1.1280555555555556
Planta Norte,1,124.0,110.29,2.3299999999999996,13.51238888888889,Motor,GE,X100,3637.0,0.505
Planta Oeste,1,219.0,80.1475,1.0825,15.100138888888889,Generador,ABB,Z300,1144.0,1.8211111111111111
Planta Oeste,1,540.0,100.45,4.52,18.841944444444444,Compresor,Schneider,Y200,1671.0,2.3680555555555554
Planta Sur,1,1232.0,109.51666666666667,3.296666666666667,5.5680555555555555,Motor,ABB,M400,4074.0,1.9872222222222222
Planta Sur,1,1052.0,127.76,1.38,18.830277777777777,Generador,Schneider,X100,4928.0,2.5077777777777777
Planta Norte,1,339.0,119.64,1.095,18.54388888888889,Compresor,GE,X100,-100.0,1.6094444444444445
Planta Oeste,1,1106.0,128.6,3.2266666666666666,12.094351851851851,Motor,GE,Y200,4459.0,2.3427777777777776
Planta Sur,1,345.0,89.21499999999999,3.0050000000000003,17.908703703703704,Compresor,Siemens,M400,1451.0,2.028611111111111
Planta Oeste,1,623.0,99.4,1.44,22.40388888888889,Compresor,Siemens,Z300,2707.0,1.4294444444444445
Planta Este,1,1244.0,123.84,3.755,15.437916666666666,Motor,ABB,Y200,2005.0,1.991111111111111
Planta Oeste,1,1151.0,106.29,0.91,27.045,Generador,Schneider,X100,4059.0,2.7463888888888888
Planta Norte,1,543.0,105.515,2.9699999999999998,17.83888888888889,Generador,Siemens,M400,2532.0,2.2075
Planta Sur,1,319.0,113.87,3.295,23.51013888888889,Transformador,Siemens,M400,3839.0,0.49194444444444446
Planta Este,1,569.0,110.58,2.0766666666666667,7.104074074074075,Transformador,ABB,Y200,2166.0,2.640277777777778
Planta Norte,1,207.0,68.08,0.46,23.86777777777778,Compresor,Schneider,Y200,11976.5,1.031111111111111
Planta Sur,1,444.0,64.39,0.26,2.3777777777777778,Transformador,GE,Y200,3710.0,1.8433333333333333
Planta Sur,1,844.0,73.72,0.13,8.62111111111111,Compresor,GE,Z300,1789.0,2.006388888888889
Planta Este,1,19.0,110.58,2.0766666666666667,7.104074074074075,Transformador,ABB,Y200,2166.0,2.640277777777778
Planta Sur,1,1093.0,75.62,2.76,12.665416666666667,Compresor,ABB,Y200,1149.0,0.8111111111111111
Planta Norte,1,728.0,120.99,3.4699999999999998,14.699166666666667,Motor,Schneider,Z300,3933.0,2.1597222222222223
Planta Sur,1,1378.0,118.53,1.56,7.530555555555556,Transformador,GE,X100,4406.0,0.3436111111111111
Planta Oeste,1,1394.0,68.78,4.09,12.213055555555556,Generador,GE,M400,4989.0,1.313611111111111
Planta Sur,1,450.0,108.78999999999999,4.36,3.6911111111111112,Transformador,GE,Y200,2004.0,1.1177777777777778
Planta Este,1,75.0,93.69,1.76,8.610277777777778,Generador,ABB,X100,194.0,1.1280555555555556
Planta Norte,1,957.0,100.62333333333333,3.25,10.546851851851851,Compresor,Schneider,Y200,4806.0,1.0977777777777777
Planta Norte,1,479.0,69.12,3.48,8.733333333333333,Motor,ABB,Y200,742.0,1.3488888888888888
Planta Oeste,1,84.0,70.57,3.89,19.817222222222224,Transformador,ABB,Y200,2069.0,0.8625
Planta Sur,1,1393.0,100.12666666666667,2.296666666666667,2.9794444444444443,Motor,Siemens,X100,1895.0,1.1411111111111112
Planta Sur,1,410.0,111.28,1.255,16.613055555555555,Generador,ABB,Z300,2986.0,2.0541666666666667
Planta Norte,1,1381.0,134.08499999999998,2.77,18.428472222222222,Transformador,Schneider,M400,2374.0,0.8116666666666666
Planta Norte,1,841.0,109.18,4.42,23.099722222222223,Transformador,GE,Y200,4404.0,0.9458333333333333
Planta Norte,1,218.0,104.74,1.4249999999999998,7.532361111111111,Motor,Schneider,Y200,2600.0,0.7861111111111111
Planta Sur,1,1475.0,70.825,2.0,16.0875,Motor,GE,X100,2519.0,0.4375
Planta Sur,1,449.0,76.63,4.04,1.8502777777777777,Compresor,Siemens,Y200,756.0,2.2983333333333333
Planta Este,1,1307.0,97.45,1.37,20.450833333333332,Generador,ABB,Z300,4234.0,2.4755555555555557
Planta Norte,1,408.0,98.405,2.805,11.276666666666667,Generador,Schneider,X100,269.0,2.1241666666666665
Planta Norte,1,4.0,98.405,2.805,11.276666666666667,Generador,Schneider,X100,269.0,2.1241666666666665
Planta Oeste,1,1189.0,90.005,1.835,5.1379166666666665,Motor,ABB,Y200,1083.0,0.8177777777777778
Planta Norte,1,109.0,64.72,4.52,15.300555555555556,Compresor,Siemens,Y200,521.0,2.216111111111111
Planta Norte,1,996.0,65.95,0.81,17.144444444444446,Transformador,Schneider,Y200,3453.0,0.15694444444444444
Planta Sur,1,626.0,137.365,2.715,22.529305555555556,Generador,Siemens,Z300,3332.0,1.7702777777777778
Planta Oeste,1,189.0,146.26,3.35,5.425833333333333,Compresor,Schneider,X100,3744.0,0.4738888888888889
Planta Este,1,446.0,68.0,3.46,17.15388888888889,Compresor,Schneider,X100,4932.0,0.5619444444444445
Planta Sur,1,55.0,69.12,3.48,8.733333333333333,Motor,ABB,Y200,742.0,1.3488888888888888
Planta Oeste,1,56.0,70.57,3.89,19.817222222222224,Transformador,ABB,Y200,2069.0,0.8625
Planta Norte,1,19.0,96.99,2.85,3.0277777777777777,Motor,GE,X100,1549.0,2.2530555555555556
Planta Este,1,661.0,94.11,2.3425000000000002,16.93722222222222,Compresor,Schneider,Z300,3453.0,0.5019444444444444
Planta Sur,1,1305.0,122.54,6.935,8.351111111111111,Motor,Schneider,Y200,3480.0,1.2375
Planta Norte,1,386.0,145.01,4.47,1.915,Compresor,ABB,X100,-100.0,0.9711111111111111
Planta Oeste,1,296.0,86.125,3.235,12.069305555555555,Generador,Schneider,Y200,1018.0,2.19
Planta Oeste,1,267.0,117.47,2.775,7.741666666666666,Generador,ABB,M400,1536.0,0.5552777777777778
Planta Norte,1,1357.0,58.37,1.19,20.9375,Compresor,ABB,M400,2824.0,1.1519444444444444
Planta Este,1,807.0,87.05,1.38,7.6930555555555555,Transformador,GE,M400,-100.0,0.25472222222222224
Planta Norte,1,34.0,133.3,3.57,26.02722222222222,Compresor,ABB,Y200,639.0,1.0863888888888888
Planta Este,1,1127.0,117.12666666666667,1.14,8.480185185185185,Transformador,ABB,X100,2112.0,0.8886111111111111
Planta Sur,1,305.0,99.69333333333333,2.9966666666666666,14.847592592592592,Transformador,Schneider,M400,1099.0,2.406388888888889
Planta Norte,1,879.0,68.72,2.86,11.533333333333333,Transformador,GE,Y200,100.0,2.1347222222222224
Planta Oeste,1,169.0,119.64,1.095,18.54388888888889,Compresor,GE,X100,-100.0,1.6094444444444445
Planta Este,1,628.0,128.28,0.15,16.398611111111112,Generador,Schneider,Y200,4786.0,1.05
Planta Sur,1,16.0,99.69333333333333,2.9966666666666666,14.847592592592592,Transformador,Schneider,M400,1099.0,2.406388888888889
Planta Este,1,466.0,86.84,4.39,4.9927777777777775,Generador,Siemens,X100,1372.0,2.705277777777778
Planta Norte,1,37.0,133.3,3.57,26.02722222222222,Compresor,ABB,Y200,639.0,1.0863888888888888
Planta Este,1,1226.0,141.03,1.37,3.2527777777777778,Generador,GE,Y200,2647.0,2.1969444444444446
Planta Oeste,1,791.0,95.79,3.3,19.95125,Generador,GE,X100,2157.0,0.8841666666666667
Planta Este,1,86.0,146.26,3.35,5.425833333333333,Compresor,Schneider,X100,3744.0,0.4738888888888889
Planta Norte,1,801.0,114.89,2.7399999999999998,13.405694444444444,Transformador,GE,Y200,1307.0,2.5275
Planta Oeste,1,75.0,145.01,4.47,1.915,Compresor,ABB,X100,-100.0,0.9711111111111111
Planta Sur,1,215.0,100.45,4.52,18.841944444444444,Compresor,Schneider,Y200,1671.0,2.3680555555555554
Planta Norte,1,222.0,109.51666666666667,3.296666666666667,5.5680555555555555,Motor,ABB,M400,4074.0,1.9872222222222222
Planta Este,1,139.0,104.74,1.4249999999999998,7.532361111111111,Motor,Schneider,Y200,2600.0,0.7861111111111111
Planta Este,1,979.0,51.18,1.58,26.47222222222222,Motor,GE,Z300,4579.0,2.2602777777777776
Planta Norte,1,1089.0,126.08,1.6966666666666665,16.319814814814816,Motor,Schneider,M400,766.0,1.5744444444444445
Planta Oeste,1,659.0,92.49,3.28,6.644166666666667,Transformador,Siemens,M400,2038.0,2.2205555555555554
Planta Este,0,659.0,92.49,3.28,6.644166666666667,Transformador,Siemens,M400,2038.0,2.2205555555555554
Planta Norte,1,298.0,81.61,3.115,18.814722222222223,Compresor,Siemens,M400,4430.0,0.7563888888888889
Planta Norte,1,814.0,118.7825,2.3725,15.345833333333333,Transformador,Siemens,X100,4948.0,1.8666666666666667
Planta Este,1,324.0,62.66,2.89,14.140555555555556,Motor,Schneider,M400,4523.0,1.0102777777777778
Planta Oeste,1,171.0,81.68,4.31,2.1683333333333334,Compresor,ABB,Y200,1426.0,1.9025
Planta Este,1,137.0,65.95,0.81,17.144444444444446,Transformador,Schneider,Y200,3453.0,0.15694444444444444
Planta Sur,1,726.0,134.14999999999998,2.94,16.730138888888888,Transformador,Siemens,M400,3807.0,0.8827777777777778
Planta Este,1,1694.0,87.505,3.0999999999999996,18.8125,Compresor,GE,Z300,281.0,1.1766666666666667
Planta Oeste,1,1346.0,67.03,4.37,21.09111111111111,Transformador,Siemens,Y200,3247.0,1.8708333333333333
Planta Oeste,1,250.0,128.6,3.2266666666666666,12.094351851851851,Motor,GE,Y200,4459.0,2.3427777777777776
Planta Este,1,875.0,99.79666666666667,3.283333333333333,10.716203703703705,Generador,GE,Z300,4220.0,0.19
Planta Sur,1,1311.0,76.805,4.300000000000001,24.876527777777778,Compresor,ABB,M400,3458.0,0.41694444444444445
Planta Sur,1,1058.0,115.14666666666666,2.6233333333333335,19.063333333333333,Generador,GE,Y200,3432.0,2.281388888888889
Planta Sur,0,1244.0,74.74,0.41,3.1130555555555555,Generador,GE,M400,4412.0,0.4141666666666667
Planta Oeste,1,1244.0,74.74,0.41,3.1130555555555555,Generador,GE,M400,4412.0,0.4141666666666667
Planta Norte,1,104.0,128.28,0.15,16.398611111111112,Generador,Schneider,Y200,4786.0,1.05
Planta Sur,1,372.0,91.26,4.43,21.634166666666665,Motor,Schneider,X100,2315.0,0.8805555555555555
Planta Sur,1,105.0,99.69333333333333,2.9966666666666666,14.847592592592592,Transformador,Schneider,M400,1099.0,2.406388888888889
Planta Este,1,600.0,109.13,3.2133333333333334,15.455462962962962,Compresor,GE,X100,3217.0,1.9480555555555557
Planta Este,1,850.0,84.42,2.175,13.695555555555556,Motor,GE,Y200,1102.0,2.611111111111111
Planta Este,1,154.0,117.47,2.775,7.741666666666666,Generador,ABB,M400,1536.0,0.5552777777777778
Planta Este,1,562.0,53.49,1.8,1.6255555555555556,Motor,ABB,Y200,1020.0,1.1583333333333334
Planta Sur,1,1111.0,86.21,2.19,7.108611111111111,Generador,Schneider,M400,2372.0,1.396388888888889
Planta Este,1,871.0,124.98333333333333,2.6566666666666667,12.353148148148149,Compresor,Schneider,Z300,3973.0,1.5741666666666667
Planta Oeste,1,1608.0,98.88,2.785,14.649305555555555,Generador,GE,Y200,347.0,2.453611111111111
Planta Oeste,1,1517.0,63.01,3.26,9.744166666666667,Transformador,ABB,Y200,3385.0,2.4316666666666666
Planta Oeste,1,1423.0,98.622,2.686,13.3485,Compresor,Siemens,X100,11976.5,0.8777777777777778
Planta Oeste,1,469.0,89.38,2.6,19.366666666666667,Generador,GE,Z300,1885.0,1.5108333333333333
Planta Sur,1,140.0,133.3,3.57,26.02722222222222,Compresor,ABB,Y200,639.0,1.0863888888888888
Planta Este,1,1227.0,55.84,4.39,22.554444444444446,Motor,Schneider,M400,711.0,1.9822222222222223
Planta Este,1,1342.0,88.06666666666666,3.356666666666667,9.128518518518518,Compresor,GE,X100,605.0,0.9730555555555556
Planta Oeste,0,1608.0,98.88,2.785,14.649305555555555,Generador,GE,Y200,347.0,2.453611111111111
Planta Este,1,998.0,71.81,3.35,5.741666666666666,Generador,ABB,Z300,1730.0,0.8802777777777778
Planta Este,1,344.0,110.29,2.3299999999999996,13.51238888888889,Motor,GE,X100,3637.0,0.505
Planta Norte,1,237.0,93.63,2.9450000000000003,12.77375,Transformador,Schneider,X100,1197.0,1.6436111111111111
Planta Sur,1,564.0,104.32,2.33,4.2988888888888885,Generador,Siemens,M400,3623.0,1.37
Planta Oeste,1,492.0,146.575,2.0300000000000002,14.182222222222222,Compresor,Siemens,Z300,3429.0,2.1458333333333335
Planta Este,1,621.0,113.73,3.165,10.204166666666667,Compresor,GE,M400,294.0,0.6211111111111111
Planta Oeste,1,1436.0,100.83500000000001,1.425,20.257638888888888,Transformador,Schneider,M400,462.0,2.1575
Planta Oeste,1,313.0,97.9,1.88,22.50583333333333,Compresor,ABB,Y200,1769.0,1.5233333333333334
Planta Sur,1,1469.0,78.065,2.525,5.613333333333333,Transformador,Siemens,Y200,4850.0,0.48944444444444446
Planta Norte,1,1010.0,79.4825,4.1725,8.332152777777777,Compresor,GE,X100,3513.0,2.470833333333333
Planta Sur,1,178.0,84.8,2.2350000000000003,21.424305555555556,Motor,GE,Y200,1911.0,1.7077777777777778
Planta Sur,1,668.0,120.33,2.02,16.892777777777777,Motor,ABB,Z300,2601.0,2.4
Planta Oeste,1,583.0,148.065,1.935,5.376527777777778,Motor,ABB,M400,187.0,2.765
Planta Norte,1,1182.0,100.91333333333334,2.106666666666667,11.628981481481482,Compresor,Siemens,Y200,358.0,1.9722222222222223
Planta Norte,1,751.0,100.89500000000001,2.8600000000000003,6.691805555555556,Transformador,Siemens,X100,589.0,2.2775
Planta Este,1,712.0,113.37,0.37,14.309444444444445,Compresor,Schneider,Y200,633.0,2.1069444444444443
Planta Norte,1,90.0,76.88,1.14,11.382222222222222,Generador,Schneider,Y200,3138.0,1.775
Planta Sur,1,568.0,69.28,4.6,21.925555555555555,Transformador,Schneider,Y200,4004.0,0.31083333333333335
Planta Norte,1,177.0,100.45,4.52,18.841944444444444,Compresor,Schneider,Y200,1671.0,2.3680555555555554
Planta Sur,1,427.0,137.31,1.53,26.550555555555555,Compresor,GE,M400,4929.0,1.6502777777777777
Planta Norte,1,203.0,133.18,0.21,3.118611111111111,Generador,Siemens,Z300,1796.0,1.4391666666666667
Planta Norte,1,805.0,70.53,2.675,24.774583333333332,Transformador,Siemens,Y200,11976.5,0.5408333333333334
Planta Norte,1,869.0,142.34,3.85,25.02111111111111,Motor,Schneider,M400,517.0,0.7783333333333333
Planta Sur,1,1.0,108.96399999999998,2.472,17.876833333333334,Generador,GE,X100,154.0,0.5919444444444445
Planta Este,1,1.0,108.96399999999998,2.472,17.876833333333334,Generador,GE,X100,154.0,0.5919444444444445
Planta Oeste,1,779.0,77.73,4.02,2.870833333333333,Motor,GE,Y200,4749.0,1.7425
Planta Norte,1,1695.0,89.06,3.1,26.398333333333333,Motor,ABB,Z300,3028.0,2.3247222222222224
Planta Oeste,1,97.0,63.01,3.26,9.744166666666667,Transformador,ABB,Y200,3385.0,2.4316666666666666
Planta Sur,0,762.0,108.25,2.48,13.921527777777778,Compresor,GE,X100,11976.5,2.0388888888888888
Planta Este,1,762.0,108.25,2.48,13.921527777777778,Compresor,GE,X100,11976.5,2.0388888888888888
Planta Norte,1,1494.0,98.57000000000001,1.9766666666666666,14.602962962962962,Motor,Siemens,Y200,3461.0,2.091388888888889
Planta Oeste,1,1676.0,87.84666666666665,1.2,19.392314814814814,Transformador,Schneider,X100,968.0,0.5827777777777777
Planta Norte,0,1044.0,80.98333333333333,2.8866666666666667,15.498888888888889,Generador,Schneider,Z300,2294.0,1.4297222222222221
Planta Sur,1,1137.0,138.2,3.08,7.899166666666667,Compresor,Schneider,M400,3407.0,1.4108333333333334
Planta Norte,1,249.0,119.64,1.095,18.54388888888889,Compresor,GE,X100,-100.0,1.6094444444444445
Planta Sur,1,403.0,106.29,0.91,27.045,Generador,Schneider,X100,4059.0,2.7463888888888888
Planta Este,1,1044.0,80.98333333333333,2.8866666666666667,15.498888888888889,Generador,Schneider,Z300,2294.0,1.4297222222222221
Planta Oeste,1,1242.0,56.92,3.52,11.801388888888889,Transformador,ABB,M400,4796.0,2.6258333333333335
Planta Norte,1,137.0,84.42,2.175,13.695555555555556,Motor,GE,Y200,1102.0,2.611111111111111
Planta Oeste,1,51.0,113.37,0.37,14.309444444444445,Compresor,Schneider,Y200,633.0,2.1069444444444443
Planta Norte,1,200.0,126.08,1.6966666666666665,16.319814814814816,Motor,Schneider,M400,766.0,1.5744444444444445
Planta Sur,1,72.0,121.37,4.25,2.789722222222222,Motor,Schneider,Z300,11976.5,2.4227777777777777
Planta Norte,1,772.0,122.15,1.91,10.19,Compresor,Siemens,Y200,2683.0,0.6069444444444444
Planta Oeste,1,858.0,143.13,0.49,15.196944444444444,Transformador,ABB,Z300,2109.0,2.472777777777778
Planta Sur,1,723.0,58.76,2.34,14.247222222222222,Transformador,Schneider,Y200,2232.0,0.6713888888888889
Planta Este,0,723.0,58.76,2.34,14.247222222222222,Transformador,Schneider,Y200,2232.0,0.6713888888888889
Planta Este,1,806.0,107.25,2.415,13.62298611111111,Generador,Siemens,Y200,4129.0,0.6511111111111111
Planta Este,1,663.0,83.52,1.96,2.578611111111111,Transformador,Siemens,X100,2729.0,0.6136111111111111
Planta Este,1,1051.0,93.79333333333334,3.5833333333333335,5.435833333333333,Transformador,GE,M400,2077.0,0.15194444444444444
Planta Este,1,558.0,97.18666666666667,3.5066666666666664,12.012685185185184,Compresor,GE,X100,4722.0,2.683333333333333
Planta Este,1,157.0,53.49,1.8,1.6255555555555556,Motor,ABB,Y200,1020.0,1.1583333333333334
Planta Norte,1,1332.0,133.73,2.68,0.10555555555555556,Motor,Schneider,M400,4456.0,2.4522222222222223
Planta Sur,1,664.0,95.66,0.22,19.30472222222222,Compresor,ABB,X100,4944.0,2.330277777777778
Planta Sur,1,965.0,96.11333333333334,2.83,19.884444444444444,Transformador,GE,Y200,1961.0,0.765
Planta Sur,1,223.0,67.03,4.37,21.09111111111111,Transformador,Siemens,Y200,3247.0,1.8708333333333333
Planta Norte,1,643.0,277.88,0.84,7.8502777777777775,Transformador,Schneider,Y200,2662.0,0.2791666666666667
Planta Norte,1,1116.0,115.82,3.2099999999999995,12.425092592592593,Transformador,Siemens,Z300,1396.0,2.3777777777777778
Planta Norte,1,1908.0,94.00999999999999,2.725,10.218194444444444,Transformador,Schneider,Z300,907.0,1.456388888888889
Planta Oeste,1,160.0,133.3,3.57,26.02722222222222,Compresor,ABB,Y200,639.0,1.0863888888888888
Planta Este,1,1120.0,94.82666666666667,3.9600000000000004,6.2877777777777775,Motor,Siemens,Y200,4978.0,2.2177777777777776
Planta Sur,0,453.0,110.58,2.0766666666666667,7.104074074074075,Transformador,ABB,Y200,2166.0,2.640277777777778
Planta Norte,1,453.0,110.58,2.0766666666666667,7.104074074074075,Transformador,ABB,Y200,2166.0,2.640277777777778
Planta Oeste,1,298.0,58.989999999999995,2.605,19.355833333333333,Motor,Schneider,Y200,2000.0,2.1397222222222223
Planta Sur,1,24.0,109.97000000000001,2.1733333333333333,8.911851851851852,Compresor,GE,X100,2034.0,0.5911111111111111
Planta Norte,1,246.0,128.6,3.2266666666666666,12.094351851851851,Motor,GE,Y200,4459.0,2.3427777777777776
Planta Norte,1,357.0,81.97,1.83,16.982777777777777,Motor,Schneider,Y200,1706.0,1.9491666666666667
Planta Norte,1,543.0,86.595,2.67,23.370694444444446,Compresor,Siemens,Z300,3902.0,2.5930555555555554
Planta Norte,1,830.0,101.01,3.58,9.6275,Generador,Schneider,X100,2565.0,2.6038888888888887
Planta Este,1,83.0,113.37,0.37,14.309444444444445,Compresor,Schneider,Y200,633.0,2.1069444444444443
Planta Este,1,165.0,97.9,1.88,22.50583333333333,Compresor,ABB,Y200,1769.0,1.5233333333333334
Planta Sur,1,410.0,137.365,2.715,22.529305555555556,Generador,Siemens,Z300,3332.0,1.7702777777777778
Planta Norte,1,360.0,68.72,2.86,11.533333333333333,Transformador,GE,Y200,100.0,2.1347222222222224
Planta Oeste,1,158.0,100.91333333333334,2.106666666666667,11.628981481481482,Compresor,Siemens,Y200,358.0,1.9722222222222223
Planta Sur,1,732.5,119.55000000000001,1.565,9.434583333333334,Generador,Siemens,X100,4231.0,2.5130555555555554
