Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Día,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Este,1,118.0,11,67.41,2.62,43357.0,Motor,Schneider,Z300,3933.0,7775
Planta Este,1,118.0,21,108.5,2.83,47248.0,Motor,Schneider,Z300,3933.0,7775
Planta Oeste,1,119.0,5,68.86,1.15,94313.0,Compresor,ABB,Y200,-100.0,3636
Planta Norte,0,45.0,11,92.51,3.94,19283.0,Motor,Siemens,Z300,1883.0,9004
Planta Norte,0,45.0,13,118.37,4.37,65427.0,Motor,Siemens,Z300,1883.0,9004
Planta Norte,0,49.0,11,92.51,3.94,19283.0,Motor,Siemens,Z300,1883.0,9004
Planta Norte,0,49.0,13,118.37,4.37,65427.0,Motor,Siemens,Z300,1883.0,9004
Planta Norte,1,450.0,4,146.62,2.42,15455.0,Generador,Siemens,M400,3436.0,7039
Planta Norte,1,77.0,26,82.43,2.83,84748.0,Motor,ABB,M400,954.0,5662
Planta Este,0,168.0,10,106.51,4.25,16538.0,Motor,Schneider,Y200,2570.0,6128
Planta Este,0,168.0,11,109.24,2.67,82341.0,Motor,Schneider,Y200,2570.0,6128
Planta Este,0,168.0,18,119.1,0.28,59616.0,Motor,Schneider,Y200,2570.0,6128
Planta Este,0,168.0,24,75.69,2.76,44696.0,Motor,Schneider,Y200,2570.0,6128
Planta Norte,0,33.0,1,57.43,1.1,22841.0,Compresor,Siemens,M400,314.0,6739
Planta Oeste,1,322.0,30,75.95,1.78,52971.0,Transformador,GE,Y200,3710.0,6636
Planta Norte,0,595.0,9,81.18,3.48,28976.0,Transformador,Siemens,M400,899.0,3355
Planta Norte,0,595.0,30,99.59,2.23,54506.0,Transformador,Siemens,M400,899.0,3355
Planta Norte,0,595.0,31,149.33,4.33,63382.0,Transformador,Siemens,M400,899.0,3355
Planta Norte,1,250.0,3,98.95,4.34,63432.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,250.0,13,89.98,0.74,32646.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,250.0,17,108.01,3.45,4594.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,250.0,28,73.32,1.06,9732.0,Motor,Siemens,Y200,377.0,5978
Planta Este,0,45.0,11,92.51,3.94,19283.0,Motor,Siemens,Z300,1883.0,9004
Planta Este,0,45.0,13,118.37,4.37,65427.0,Motor,Siemens,Z300,1883.0,9004
Planta Este,0,49.0,11,92.51,3.94,19283.0,Motor,Siemens,Z300,1883.0,9004
Planta Este,0,49.0,13,118.37,4.37,65427.0,Motor,Siemens,Z300,1883.0,9004
Planta Este,0,83.0,29,57.58,3.65,250.0,Generador,GE,Y200,3432.0,8213
Planta Este,0,609.0,29,57.58,3.65,250.0,Generador,GE,Y200,3432.0,8213
Planta Oeste,1,168.0,10,106.51,4.25,16538.0,Motor,Schneider,Y200,2570.0,6128
Planta Oeste,1,168.0,11,109.24,2.67,82341.0,Motor,Schneider,Y200,2570.0,6128
Planta Oeste,1,168.0,18,119.1,0.28,59616.0,Motor,Schneider,Y200,2570.0,6128
Planta Oeste,1,168.0,24,75.69,2.76,44696.0,Motor,Schneider,Y200,2570.0,6128
Planta Sur,1,69.0,8,147.41,2.95,49185.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,69.0,9,68.73,4.16,20236.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,69.0,14,92.9,4.43,97755.0,Motor,ABB,Y200,4463.0,8853
Planta Este,1,1.0,9,120.37,2.38,1824.0,Compresor,Schneider,Y200,4806.0,3952
Planta Este,1,1.0,17,109.75,2.08,41955.0,Compresor,Schneider,Y200,4806.0,3952
Planta Este,1,1.0,9,120.37,2.38,1824.0,Compresor,Schneider,Y200,4806.0,3952
Planta Este,1,1.0,17,109.75,2.08,41955.0,Compresor,Schneider,Y200,4806.0,3952
Planta Sur,0,69.0,8,147.41,2.95,49185.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,0,69.0,9,68.73,4.16,20236.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,0,69.0,14,92.9,4.43,97755.0,Motor,ABB,Y200,4463.0,8853
Planta Este,1,33.0,1,57.43,1.1,22841.0,Compresor,Siemens,M400,314.0,6739
Planta Sur,1,485.0,16,53.31,2.52,62259.0,Compresor,Schneider,X100,3572.0,6291
Planta Sur,1,363.0,8,75.39999999999999,3.355,56252.0,Compresor,Siemens,M400,4748.0,4649
Planta Sur,0,274.0,1,59.49,4.64,18341.0,Motor,Schneider,Y200,3607.0,6085
Planta Sur,0,274.0,13,115.37,3.29,80717.0,Motor,Schneider,Y200,3607.0,6085
Planta Sur,0,274.0,14,79.16,2.63,54865.0,Motor,Schneider,Y200,3607.0,6085
Planta Este,1,5.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,1,5.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,1,16.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,1,16.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Sur,1,101.0,6,105.37,2.2,67919.0,Motor,GE,Z300,4579.0,8137
Planta Sur,1,101.0,19,144.38,0.72,923.0,Motor,GE,Z300,4579.0,8137
Planta Norte,0,40.0,3,146.78,3.79,48141.0,Motor,ABB,Z300,3028.0,8369
Planta Norte,0,40.0,4,101.97,1.6,21763.0,Motor,ABB,Z300,3028.0,8369
Planta Oeste,1,5.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Oeste,1,5.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Oeste,1,16.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Oeste,1,16.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,0,223.0,12,118.31,1.29,29831.0,Motor,Siemens,Z300,4733.0,3301
Planta Este,0,223.0,30,96.23,1.78,90164.0,Motor,Siemens,Z300,4733.0,3301
Planta Sur,1,200.0,14,75.3,2.89,81794.0,Generador,Siemens,M400,2532.0,7947
Planta Sur,1,200.0,27,77.95,2.16,72761.0,Generador,Siemens,M400,2532.0,7947
Planta Sur,1,33.0,1,57.43,1.1,22841.0,Compresor,Siemens,M400,314.0,6739
Planta Norte,1,28.0,23,62.94,3.93,75167.0,Transformador,Siemens,Z300,1396.0,8560
Planta Norte,1,344.0,23,62.94,3.93,75167.0,Transformador,Siemens,Z300,1396.0,8560
Planta Norte,1,69.0,8,147.41,2.95,49185.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,69.0,9,68.73,4.16,20236.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,69.0,14,92.9,4.43,97755.0,Motor,ABB,Y200,4463.0,8853
Planta Oeste,1,5.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Oeste,1,5.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Oeste,1,16.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Oeste,1,16.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,0,480.0,18,85.43,0.47,34836.0,Compresor,ABB,Z300,3352.0,7649
Planta Oeste,1,410.0,9,63.59,4.52,52556.0,Motor,Schneider,Z300,1180.0,4134
Planta Norte,1,119.0,5,68.86,1.15,94313.0,Compresor,ABB,Y200,-100.0,3636
Planta Norte,1,5.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,1,5.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,1,16.0,13,134.79,2.82,27171.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,1,16.0,27,104.41,4.63,37237.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,1,72.0,12,88.64,2.09,86769.0,Generador,Siemens,Z300,3332.0,6373
Planta Este,1,526.0,12,88.64,2.09,86769.0,Generador,Siemens,Z300,3332.0,6373
Planta Norte,0,1.0,9,120.37,2.38,1824.0,Compresor,Schneider,Y200,4806.0,3952
Planta Norte,0,1.0,17,109.75,2.08,41955.0,Compresor,Schneider,Y200,4806.0,3952
Planta Sur,1,267.0,9,61.34,1.39,57131.0,Generador,Schneider,M400,2372.0,5027
Planta Sur,1,267.0,30,148.4,3.03,14547.0,Generador,Schneider,M400,2372.0,5027
Planta Norte,1,199.0,18,76.04,0.98,7270.0,Motor,ABB,Z300,227.0,7274
Planta Norte,1,395.0,26,62.13,2.21,58389.0,Generador,Schneider,Y200,633.0,8203
Planta Norte,1,395.0,29,125.85,0.88,86870.0,Generador,Schneider,Y200,633.0,8203
Planta Norte,1,154.0,26,62.13,2.21,58389.0,Generador,Schneider,Y200,633.0,8203
Planta Norte,1,154.0,29,125.85,0.88,86870.0,Generador,Schneider,Y200,633.0,8203
Planta Norte,0,81.0,4,71.22,1.09,52346.0,Motor,GE,Y200,1380.0,4385
Planta Sur,1,83.0,29,57.58,3.65,250.0,Generador,GE,Y200,3432.0,8213
Planta Sur,1,609.0,29,57.58,3.65,250.0,Generador,GE,Y200,3432.0,8213
Planta Sur,0,11.0,6,102.25,4.7,94635.0,Generador,Schneider,X100,4928.0,9028
Planta Sur,0,11.0,16,78.19,2.915,33811.0,Generador,Schneider,X100,4928.0,9028
Planta Norte,1,251.0,23,139.63,2.41,64711.0,Motor,ABB,X100,4940.0,2463
Planta Sur,1,595.0,9,81.18,3.48,28976.0,Transformador,Siemens,M400,899.0,3355
Planta Sur,1,595.0,30,99.59,2.23,54506.0,Transformador,Siemens,M400,899.0,3355
Planta Sur,1,595.0,31,149.33,4.33,63382.0,Transformador,Siemens,M400,899.0,3355
Planta Oeste,0,485.0,16,53.31,2.52,62259.0,Compresor,Schneider,X100,3572.0,6291
Planta Este,1,101.0,6,105.37,2.2,67919.0,Motor,GE,Z300,4579.0,8137
Planta Este,1,101.0,19,144.38,0.72,923.0,Motor,GE,Z300,4579.0,8137
Planta Este,1,541.0,24,136.39,3.17,6283.0,Transformador,Schneider,Z300,544.0,3331
Planta Este,1,541.0,25,134.62,3.3,76455.0,Transformador,Schneider,Z300,544.0,3331
Planta Este,0,195.0,12,140.93,1.92,24422.0,Generador,GE,Y200,2647.0,7909
Planta Este,0,195.0,15,82.99,4.21,14360.0,Generador,GE,Y200,2647.0,7909
Planta Oeste,1,435.0,16,63.92,3.4,75285.0,Transformador,Schneider,Y200,4004.0,1119
Planta Sur,0,846.0,12,111.1,2.23,84166.0,Transformador,GE,Z300,2713.0,3142
Planta Sur,0,846.0,21,50.55,0.11,17618.0,Transformador,GE,Z300,2713.0,3142
Planta Norte,1,228.0,6,135.27,4.21,59786.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,228.0,17,56.27,3.62,23550.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,228.0,18,119.46,0.21,49421.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,184.0,6,135.27,4.21,59786.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,184.0,17,56.27,3.62,23550.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,184.0,18,119.46,0.21,49421.0,Compresor,Schneider,Y200,1568.0,6806
Planta Este,0,531.0,28,70.72,0.74,19259.0,Motor,Siemens,Z300,1883.0,9004
Planta Oeste,1,142.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Oeste,1,492.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Este,1,200.0,12,52.26,0.67,76764.0,Motor,ABB,M400,954.0,5662
Planta Sur,1,50.0,28,110.11,4.13,84191.0,Transformador,Schneider,X100,326.0,7398
Planta Sur,1,457.0,28,110.11,4.13,84191.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,754.0,7,76.91,3.95,52148.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,189.0,7,76.91,3.95,52148.0,Transformador,ABB,Y200,2166.0,9505
Planta Sur,1,153.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,44.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,67.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,223.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Oeste,1,306.0,10,117.995,1.725,8760.0,Motor,ABB,M400,1407.0,6355
Planta Oeste,1,179.0,10,117.995,1.725,8760.0,Motor,ABB,M400,1407.0,6355
Planta Oeste,1,145.0,10,117.995,1.725,8760.0,Motor,ABB,M400,1407.0,6355
Planta Sur,1,215.0,11,148.28,3.43,7202.0,Generador,Schneider,Y200,2363.0,5881
Planta Sur,1,215.0,27,125.69,4.8,48713.0,Generador,Schneider,Y200,2363.0,5881
Planta Sur,1,277.0,11,148.28,3.43,7202.0,Generador,Schneider,Y200,2363.0,5881
Planta Sur,1,277.0,27,125.69,4.8,48713.0,Generador,Schneider,Y200,2363.0,5881
Planta Oeste,1,60.0,26,61.77,4.4,64100.0,Motor,ABB,Y200,3925.0,5112
Planta Oeste,1,95.0,26,61.77,4.4,64100.0,Motor,ABB,Y200,3925.0,5112
Planta Oeste,1,554.0,26,61.77,4.4,64100.0,Motor,ABB,Y200,3925.0,5112
Planta Sur,1,492.0,5,105.65,3.7,44155.0,Compresor,ABB,X100,4944.0,8389
Planta Sur,1,492.0,15,136.9,3.22,16855.0,Compresor,ABB,X100,4944.0,8389
Planta Sur,1,492.0,20,84.59,0.82,6084.0,Compresor,ABB,X100,4944.0,8389
Planta Sur,1,32.0,5,105.65,3.7,44155.0,Compresor,ABB,X100,4944.0,8389
Planta Sur,1,32.0,15,136.9,3.22,16855.0,Compresor,ABB,X100,4944.0,8389
Planta Sur,1,32.0,20,84.59,0.82,6084.0,Compresor,ABB,X100,4944.0,8389
Planta Este,1,83.0,4,77.49,4.64,27551.0,Motor,ABB,Z300,227.0,7274
Planta Este,1,83.0,8,137.25,4.24,70473.0,Motor,ABB,Z300,227.0,7274
Planta Oeste,1,614.0,24,55.35,0.52,82799.0,Transformador,GE,Y200,100.0,7685
Planta Oeste,0,771.0,10,100.64,4.07,20412.0,Transformador,ABB,Z300,2109.0,8902
Planta Oeste,0,771.0,11,65.01,2.81,12371.0,Transformador,ABB,Z300,2109.0,8902
Planta Oeste,0,124.0,4,148.43,3.01,8421.0,Generador,GE,Z300,1650.0,5382
Planta Oeste,1,112.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,87.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,165.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,38.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Norte,1,143.0,4,63.39,0.23,24270.0,Compresor,Siemens,M400,314.0,6739
Planta Norte,1,143.0,23,109.35,4.38,97861.0,Compresor,Siemens,M400,314.0,6739
Planta Norte,1,29.0,4,63.39,0.23,24270.0,Compresor,Siemens,M400,314.0,6739
Planta Norte,1,29.0,23,109.35,4.38,97861.0,Compresor,Siemens,M400,314.0,6739
Planta Norte,1,561.0,4,63.39,0.23,24270.0,Compresor,Siemens,M400,314.0,6739
Planta Norte,1,561.0,23,109.35,4.38,97861.0,Compresor,Siemens,M400,314.0,6739
Planta Este,1,163.0,4,111.5,0.71,16861.0,Transformador,ABB,Y200,3088.0,6845
Planta Sur,1,319.0,6,83.08,2.16,38829.0,Motor,Schneider,M400,11976.5,9680
Planta Sur,1,153.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,44.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,67.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,223.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,189.0,4,139.66,2.55,59441.0,Motor,GE,Z300,131.0,7942
Planta Sur,1,189.0,13,98.35,2.69,2866.0,Motor,GE,Z300,131.0,7942
Planta Sur,1,189.0,22,120.04,1.78,68957.0,Motor,GE,Z300,131.0,7942
Planta Sur,1,189.0,25,74.57,2.84,96413.0,Motor,GE,Z300,131.0,7942
Planta Este,0,929.0,18,68.48,1.85,11229.0,Transformador,ABB,X100,2617.0,8191
Planta Este,0,318.0,18,68.48,1.85,11229.0,Transformador,ABB,X100,2617.0,8191
Planta Este,0,21.0,18,68.48,1.85,11229.0,Transformador,ABB,X100,2617.0,8191
Planta Este,1,50.0,28,110.11,4.13,84191.0,Transformador,Schneider,X100,326.0,7398
Planta Este,1,457.0,28,110.11,4.13,84191.0,Transformador,Schneider,X100,326.0,7398
Planta Oeste,1,295.0,13,149.71,4.85,56261.0,Generador,Schneider,Z300,2723.0,5136
Planta Oeste,1,4.0,13,149.71,4.85,56261.0,Generador,Schneider,Z300,2723.0,5136
Planta Norte,0,85.0,3,92.63,0.15,9070.0,Compresor,Siemens,X100,3778.0,7104
Planta Norte,0,85.0,5,52.44,0.7,5964.0,Compresor,Siemens,X100,3778.0,7104
Planta Norte,0,97.0,3,92.63,0.15,9070.0,Compresor,Siemens,X100,3778.0,7104
Planta Norte,0,97.0,5,52.44,0.7,5964.0,Compresor,Siemens,X100,3778.0,7104
Planta Sur,1,275.0,19,59.77,3.67,7674.0,Motor,Schneider,Z300,3933.0,7775
Planta Norte,1,295.0,13,149.71,4.85,56261.0,Generador,Schneider,Z300,2723.0,5136
Planta Norte,1,4.0,13,149.71,4.85,56261.0,Generador,Schneider,Z300,2723.0,5136
Planta Este,1,143.0,4,63.39,0.23,24270.0,Compresor,Siemens,M400,314.0,6739
Planta Este,1,143.0,23,109.35,4.38,97861.0,Compresor,Siemens,M400,314.0,6739
Planta Este,1,29.0,4,63.39,0.23,24270.0,Compresor,Siemens,M400,314.0,6739
Planta Este,1,29.0,23,109.35,4.38,97861.0,Compresor,Siemens,M400,314.0,6739
Planta Este,1,561.0,4,63.39,0.23,24270.0,Compresor,Siemens,M400,314.0,6739
Planta Este,1,561.0,23,109.35,4.38,97861.0,Compresor,Siemens,M400,314.0,6739
Planta Oeste,0,166.0,7,106.84,2.74,86233.0,Generador,GE,X100,248.0,865
Planta Oeste,0,77.0,7,106.84,2.74,86233.0,Generador,GE,X100,248.0,865
Planta Norte,1,286.0,19,115.78,0.78,46870.0,Compresor,Schneider,Z300,506.0,9555
Planta Sur,1,631.0,22,85.02,3.01,36109.0,Compresor,ABB,M400,2074.0,6712
Planta Norte,1,540.0,24,142.87,4.78,68007.0,Motor,Schneider,M400,2185.0,2890
Planta Norte,1,540.0,27,115.3,3.23,41858.0,Motor,Schneider,M400,2185.0,2890
Planta Oeste,0,696.0,16,69.28,4.31,5666.0,Motor,Siemens,Z300,4932.0,8281
Planta Oeste,0,696.0,22,128.35,3.16,64269.0,Motor,Siemens,Z300,4932.0,8281
Planta Este,1,818.0,21,96.55,3.34,48032.0,Transformador,Siemens,Z300,1106.0,1460
Planta Este,1,818.0,29,92.5,4.88,32605.0,Transformador,Siemens,Z300,1106.0,1460
Planta Oeste,1,280.0,13,112.89,1.31,97043.0,Generador,ABB,Y200,1884.0,6904
Planta Oeste,1,280.0,14,72.39,1.69,35299.0,Generador,ABB,Y200,1884.0,6904
Planta Oeste,1,280.0,20,98.15,1.41,91472.0,Generador,ABB,Y200,1884.0,6904
Planta Oeste,1,280.0,21,119.14,1.79,1541.0,Generador,ABB,Y200,1884.0,6904
Planta Oeste,0,83.0,4,77.49,4.64,27551.0,Motor,ABB,Z300,227.0,7274
Planta Oeste,0,83.0,8,137.25,4.24,70473.0,Motor,ABB,Z300,227.0,7274
Planta Oeste,1,781.0,6,60.68,4.09,93785.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,781.0,10,82.28,2.17,50471.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,781.0,25,89.64,1.83,91499.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,781.0,28,86.87,1.23,53347.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,327.0,6,60.68,4.09,93785.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,327.0,10,82.28,2.17,50471.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,327.0,25,89.64,1.83,91499.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,327.0,28,86.87,1.23,53347.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,834.0,5,69.1,1.87,60571.0,Compresor,GE,X100,3513.0,8895
Planta Este,0,142.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Este,0,492.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Este,1,202.0,5,96.64,3.14,80196.0,Transformador,Siemens,Z300,1396.0,8560
Planta Este,1,202.0,22,120.03,3.52,60029.0,Transformador,Siemens,Z300,1396.0,8560
Planta Este,0,16.0,3,139.71,2.28,23355.0,Transformador,ABB,M400,11976.5,1474
Planta Este,0,16.0,11,136.92,4.02,75127.0,Transformador,ABB,M400,11976.5,1474
Planta Este,0,16.0,29,122.04,1.46,13082.0,Transformador,ABB,M400,11976.5,1474
Planta Norte,1,414.0,8,102.17,0.83,53665.0,Generador,Siemens,X100,3877.0,7529
Planta Norte,1,450.0,8,102.17,0.83,53665.0,Generador,Siemens,X100,3877.0,7529
Planta Sur,0,754.0,7,76.91,3.95,52148.0,Transformador,ABB,Y200,2166.0,9505
Planta Sur,0,189.0,7,76.91,3.95,52148.0,Transformador,ABB,Y200,2166.0,9505
Planta Oeste,1,168.0,11,109.9,3.37,17717.0,Generador,Schneider,Y200,633.0,8203
Planta Oeste,1,168.0,13,134.21,4.65,37232.0,Generador,Schneider,Y200,633.0,8203
Planta Oeste,1,534.0,11,109.9,3.37,17717.0,Generador,Schneider,Y200,633.0,8203
Planta Oeste,1,534.0,13,134.21,4.65,37232.0,Generador,Schneider,Y200,633.0,8203
Planta Este,1,60.0,26,61.77,4.4,64100.0,Motor,ABB,Y200,3925.0,5112
Planta Este,1,95.0,26,61.77,4.4,64100.0,Motor,ABB,Y200,3925.0,5112
Planta Este,1,554.0,26,61.77,4.4,64100.0,Motor,ABB,Y200,3925.0,5112
Planta Oeste,1,530.0,26,149.28,3.89,96694.0,Transformador,ABB,Y200,3674.0,8328
Planta Sur,1,465.0,9,137.35,3.38,62236.0,Generador,Schneider,Y200,1018.0,7884
Planta Sur,1,465.0,10,58.95,4.06,10895.0,Generador,Schneider,Y200,1018.0,7884
Planta Sur,1,465.0,12,61.27,0.6,6243.0,Generador,Schneider,Y200,1018.0,7884
Planta Sur,1,465.0,18,144.26,1.73,86011.0,Generador,Schneider,Y200,1018.0,7884
Planta Sur,0,669.0,3,97.42,2.45,40458.0,Compresor,GE,Z300,621.0,3529
Planta Sur,0,669.0,14,62.83,0.66,32653.0,Compresor,GE,Z300,621.0,3529
Planta Sur,0,669.0,22,59.47,4.66,49316.0,Compresor,GE,Z300,621.0,3529
Planta Sur,0,669.0,25,74.74,1.49,59498.0,Compresor,GE,Z300,621.0,3529
Planta Oeste,1,416.0,7,51.96,4.73,89000.0,Generador,ABB,Y200,4432.0,7987
Planta Oeste,1,416.0,23,93.0,0.65,77377.0,Generador,ABB,Y200,4432.0,7987
Planta Oeste,1,310.0,7,51.96,4.73,89000.0,Generador,ABB,Y200,4432.0,7987
Planta Oeste,1,310.0,23,93.0,0.65,77377.0,Generador,ABB,Y200,4432.0,7987
Planta Este,0,302.0,24,126.5,0.41,15905.0,Motor,Schneider,X100,2315.0,3170
Planta Este,0,187.0,24,126.5,0.41,15905.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,1,127.0,7,131.59,1.41,53258.0,Transformador,Schneider,Y200,2662.0,1005
Planta Sur,1,127.0,23,66.4,1.25,70851.0,Transformador,Schneider,Y200,2662.0,1005
Planta Sur,1,208.0,7,131.59,1.41,53258.0,Transformador,Schneider,Y200,2662.0,1005
Planta Sur,1,208.0,23,66.4,1.25,70851.0,Transformador,Schneider,Y200,2662.0,1005
Planta Sur,1,247.0,7,131.59,1.41,53258.0,Transformador,Schneider,Y200,2662.0,1005
Planta Sur,1,247.0,23,66.4,1.25,70851.0,Transformador,Schneider,Y200,2662.0,1005
Planta Sur,1,248.0,19,86.85,1.62,16236.0,Generador,Schneider,Z300,2294.0,5147
Planta Sur,1,153.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,44.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,67.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Sur,1,223.0,27,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Norte,1,154.5,13,60.51,1.98,17518.0,Compresor,GE,X100,11976.5,7340
Planta Norte,1,255.0,13,60.51,1.98,17518.0,Compresor,GE,X100,11976.5,7340
Planta Oeste,0,142.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Oeste,0,492.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Sur,1,408.0,3,83.36,3.57,67825.0,Compresor,Schneider,Z300,3000.0,1986
Planta Sur,1,408.0,5,95.55,2.36,79279.0,Compresor,Schneider,Z300,3000.0,1986
Planta Sur,1,408.0,9,66.76,1.55,55768.0,Compresor,Schneider,Z300,3000.0,1986
Planta Sur,1,280.0,4,59.89,1.59,18908.0,Generador,Siemens,X100,4387.0,665
Planta Oeste,1,154.5,13,60.51,1.98,17518.0,Compresor,GE,X100,11976.5,7340
Planta Oeste,1,255.0,13,60.51,1.98,17518.0,Compresor,GE,X100,11976.5,7340
Planta Sur,1,213.0,28,134.08,2.62,86280.0,Motor,ABB,X100,2331.0,9958
Planta Sur,1,142.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Sur,1,492.0,12,82.87,4.6,52717.0,Generador,ABB,M400,825.0,7850
Planta Oeste,1,112.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,87.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,165.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,38.0,25,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Este,0,1168.0,21,147.57,0.43,48223.0,Motor,ABB,Y200,4152.0,3183
Planta Este,0,414.0,8,102.17,0.83,53665.0,Generador,Siemens,X100,3877.0,7529
Planta Este,0,450.0,8,102.17,0.83,53665.0,Generador,Siemens,X100,3877.0,7529
Planta Sur,0,568.0,18,116.91,1.91,41248.0,Transformador,Schneider,Y200,4004.0,1119
Planta Sur,0,568.0,22,104.73,3.48,7030.0,Transformador,Schneider,Y200,4004.0,1119
Planta Norte,0,303.0,14,130.4,0.26,9042.0,Transformador,Siemens,M400,899.0,3355
Planta Norte,0,303.0,20,104.96,3.27,22318.0,Transformador,Siemens,M400,899.0,3355
Planta Oeste,1,302.0,24,126.5,0.41,15905.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,1,187.0,24,126.5,0.41,15905.0,Motor,Schneider,X100,2315.0,3170
Planta Norte,1,871.0,8,71.8,1.76,80007.0,Generador,Siemens,Y200,464.0,9272
