ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Tiempo_Reparacion_Horas,Costo_Mantenimiento,Ubicacion
OT000422,E001,2016-02-26,Correctivo,44,1123,Planta Este
OT000423,E009,2016-02-27,Preventivo,33,3058,Planta Oeste
OT000424,E014,2016-02-28,Correctivo,45,887,Planta Norte
OT000425,E010,2016-02-29,Preventivo,18,2724,Planta Oeste
OT000426,E012,2016-03-01,Preventivo,42,3270,Planta Sur
OT000427,E019,2016-03-02,Preventivo,22,3076,Planta Sur
OT000428,E004,2016-03-03,Preventivo,20,3828,Planta Oeste
OT000429,E013,2016-03-04,Correctivo,46,2369,Planta Norte
OT000430,E015,2016-03-05,Correctivo,32,2669,Planta Norte
OT000431,E019,2016-03-06,Preventivo,43,3030,Planta Oeste
OT000432,E016,2016-03-07,Correctivo,39,3822,Planta Este
OT000433,E020,2016-03-08,Preventivo,37,4564,Planta Sur
OT000434,E012,2016-03-09,Preventivo,15,3976,Planta Norte
OT000435,E020,2016-03-10,Preventivo,23,3964,Planta Sur
OT000436,E002,2016-03-11,Preventivo,24,604,Planta Este
OT000437,E002,2016-03-12,Correctivo,30,2744,Planta Este
OT000438,E018,2016-03-13,Preventivo,33,784,Planta Norte
OT000439,E007,2016-03-14,Correctivo,11,1174,Planta Sur
OT000440,E013,2016-03-15,Correctivo,20,2199,Planta Oeste
OT000441,E008,2016-03-16,Preventivo,21,1166,Planta Sur
OT000442,E014,2016-03-17,Preventivo,5,4674,Planta Norte
OT000443,E013,2016-03-18,Preventivo,38,4701,Planta Oeste
OT000444,E013,2016-03-19,Correctivo,2,4088,Planta Este
OT000445,E019,2016-03-20,Correctivo,26,921,Planta Sur
OT000446,E016,2016-03-21,Correctivo,22,2503,Planta Este
OT000447,E005,2016-03-22,Preventivo,16,4724,Planta Oeste
OT000448,E012,2016-03-23,Preventivo,39,882,Planta Sur
OT000449,E007,2016-03-24,Preventivo,23,1709,Planta Sur
OT000450,E017,2016-03-25,Correctivo,4,1703,Planta Oeste
OT000451,E015,2016-03-26,Correctivo,11,3281,Planta Sur
OT000452,E006,2016-03-27,Preventivo,28,2378,Planta Norte
OT000453,E015,2016-03-28,Preventivo,28,2595,Planta Este
OT000454,E019,2016-03-29,Preventivo,32,3170,Planta Oeste
OT000455,E020,2016-03-30,Correctivo,38,575,Planta Oeste
OT000456,E008,2016-03-31,Preventivo,32,4295,Planta Norte
OT000457,E012,2016-04-01,Preventivo,12,2421,Planta Este
OT000458,E019,2016-04-02,Correctivo,6,4143,Planta Norte
OT000459,E009,2016-04-03,Preventivo,40,2573,Planta Oeste
OT000460,E018,2016-04-04,Preventivo,27,1934,Planta Oeste
OT000461,E015,2016-04-05,Correctivo,24,2039,Planta Sur
OT000462,E013,2016-04-06,Preventivo,7,742,Planta Sur
OT000463,E012,2016-04-07,Correctivo,21,1886,Planta Este
OT000464,E003,2016-04-08,Correctivo,28,4257,Planta Este
OT000465,E019,2016-04-09,Correctivo,27,4524,Planta Este
OT000466,E001,2016-04-10,Preventivo,42,1186,Planta Sur
OT000467,E010,2016-04-11,Preventivo,31,1599,Planta Sur
OT000468,E003,2016-04-12,Preventivo,21,1556,Planta Oeste
OT000469,E016,2016-04-13,Preventivo,30,3754,Planta Oeste
OT000470,E015,2016-04-14,Preventivo,38,1842,Planta Norte
OT000471,E010,2016-04-15,Correctivo,11,2822,Planta Sur
OT000472,E014,2016-04-16,Correctivo,32,1129,Planta Sur
OT000473,E007,2016-04-17,Preventivo,45,4993,Planta Norte
OT000474,E001,2016-04-18,Correctivo,2,2602,Planta Este
OT000475,E015,2016-04-19,Correctivo,13,3497,Planta Oeste
OT000476,E011,2016-04-20,Correctivo,47,875,Planta Sur
OT000477,E001,2016-04-21,Correctivo,2,2807,Planta Este
OT000478,E005,2016-04-22,Correctivo,22,3399,Planta Sur
OT000479,E005,2016-04-23,Correctivo,15,4206,Planta Este
OT000480,E004,2016-04-24,Correctivo,30,4797,Planta Sur
OT000481,E010,2016-04-25,Correctivo,33,2997,Planta Norte
OT000482,E015,2016-04-26,Correctivo,19,2609,Planta Norte
OT000483,E008,2016-04-27,Preventivo,16,4224,Planta Oeste
OT000484,E007,2016-04-28,Preventivo,18,1403,Planta Norte
OT000485,E015,2016-04-29,Preventivo,21,1296,Planta Oeste
OT000486,E008,2016-04-30,Preventivo,30,1823,Planta Este
OT000487,E002,2016-05-01,Correctivo,29,1316,Planta Este
OT000488,E015,2016-05-02,Correctivo,13,740,Planta Oeste
OT000489,E002,2016-05-03,Preventivo,12,4258,Planta Oeste
OT000490,E012,2016-05-04,Correctivo,17,2883,Planta Sur
OT000491,E010,2016-05-05,Preventivo,4,3773,Planta Norte
OT000492,E003,2016-05-06,Correctivo,30,1702,Planta Norte
OT000493,E014,2016-05-07,Preventivo,25,2025,Planta Sur
OT000494,E008,2016-05-08,Preventivo,21,4552,Planta Sur
OT000495,E003,2016-05-09,Correctivo,17,3875,Planta Este
OT000496,E017,2016-05-10,Preventivo,21,1925,Planta Oeste
OT000497,E010,2016-05-11,Preventivo,45,3167,Planta Este
OT000498,E011,2016-05-12,Preventivo,12,3103,Planta Sur
OT000499,E014,2016-05-13,Correctivo,18,2447,Planta Norte
OT000500,E020,2016-05-14,Correctivo,43,1060,Planta Este
OT000501,E009,2016-05-15,Preventivo,20,2282,Planta Sur
OT000502,E003,2016-05-16,Preventivo,19,506,Planta Norte
OT000503,E007,2016-05-17,Preventivo,19,1087,Planta Oeste
OT000504,E019,2016-05-18,Preventivo,33,1850,Planta Sur
OT000505,E003,2016-05-19,Correctivo,44,2362,Planta Oeste
OT000506,E018,2016-05-20,Correctivo,2,2126,Planta Norte
OT000507,E011,2016-05-21,Preventivo,17,3383,Planta Norte
OT000508,E012,2016-05-22,Preventivo,7,1048,Planta Norte
OT000509,E008,2016-05-23,Correctivo,45,1021,Planta Sur
OT000510,E002,2016-05-24,Preventivo,6,940,Planta Oeste
OT000511,E012,2016-05-25,Preventivo,24,4375,Planta Sur
OT000512,E018,2016-05-26,Correctivo,21,3654,Planta Este
OT000513,E011,2016-05-27,Correctivo,4,2033,Planta Sur
OT000514,E010,2016-05-28,Preventivo,45,3664,Planta Norte
OT000515,E005,2016-05-29,Preventivo,3,2697,Planta Norte
OT000516,E002,2016-05-30,Preventivo,11,3951,Planta Sur
OT000517,E007,2016-05-31,Correctivo,33,3978,Planta Sur
OT000518,E015,2016-06-01,Preventivo,23,3462,Planta Este
OT000519,E017,2016-06-02,Correctivo,31,718,Planta Norte
OT000520,E005,2016-06-03,Preventivo,20,1927,Planta Norte
OT000521,E017,2016-06-04,Preventivo,24,3836,Planta Norte
OT000522,E006,2016-06-05,Preventivo,17,1904,Planta Oeste
OT000523,E013,2016-06-06,Preventivo,46,2861,Planta Este
OT000524,E008,2016-06-07,Preventivo,31,1531,Planta Sur
OT000525,E001,2016-06-08,Preventivo,22,2733,Planta Norte
OT000526,E015,2016-06-09,Correctivo,24,2711,Planta Norte
OT000527,E012,2016-06-10,Preventivo,30,4152,Planta Este
OT000528,E020,2016-06-11,Preventivo,23,3907,Planta Sur
OT000529,E001,2016-06-12,Preventivo,18,858,Planta Este
OT000530,E005,2016-06-13,Preventivo,19,975,Planta Sur
OT000531,E015,2016-06-14,Preventivo,37,3060,Planta Sur
OT000532,E010,2016-06-15,Preventivo,12,4017,Planta Norte
OT000533,E020,2016-06-16,Correctivo,18,2033,Planta Oeste
OT000534,E009,2016-06-17,Preventivo,12,1111,Planta Sur
OT000535,E004,2016-06-18,Preventivo,3,4040,Planta Norte
OT000536,E012,2016-06-19,Preventivo,31,2318,Planta Sur
OT000537,E012,2016-06-20,Preventivo,40,4079,Planta Este
OT000538,E007,2016-06-21,Preventivo,27,1906,Planta Norte
OT000539,E011,2016-06-22,Correctivo,20,4480,Planta Norte
OT000540,E017,2016-06-23,Preventivo,13,4057,Planta Norte
OT000541,E006,2016-06-24,Correctivo,2,1552,Planta Oeste
OT000542,E001,2016-06-25,Preventivo,40,2836,Planta Sur
OT000543,E016,2016-06-26,Correctivo,32,3066,Planta Este
OT000544,E002,2016-06-27,Preventivo,29,2647,Planta Sur
OT000545,E011,2016-06-28,Correctivo,5,1202,Planta Norte
OT000546,E012,2016-06-29,Preventivo,29,1923,Planta Este
OT000547,E007,2016-06-30,Preventivo,9,2145,Planta Sur
OT000548,E018,2016-07-01,Correctivo,41,1243,Planta Oeste
OT000549,E003,2016-07-02,Correctivo,22,4459,Planta Oeste
OT000550,E008,2016-07-03,Correctivo,25,2912,Planta Oeste
OT000551,E017,2016-07-04,Correctivo,6,2125,Planta Norte
OT000552,E014,2016-07-05,Preventivo,34,4417,Planta Oeste
OT000553,E003,2016-07-06,Correctivo,23,970,Planta Sur
OT000554,E008,2016-07-07,Correctivo,39,4702,Planta Oeste
OT000555,E004,2016-07-08,Preventivo,17,4965,Planta Sur
OT000556,E020,2016-07-09,Preventivo,30,3648,Planta Este
OT000557,E018,2016-07-10,Preventivo,5,1889,Planta Sur
OT000558,E010,2016-07-11,Correctivo,35,3270,Planta Norte
OT000559,E013,2016-07-12,Preventivo,35,2017,Planta Oeste
OT000560,E004,2016-07-13,Preventivo,36,4400,Planta Oeste
OT000561,E020,2016-07-14,Preventivo,42,661,Planta Oeste
OT000562,E016,2016-07-15,Preventivo,38,1134,Planta Sur
OT000563,E019,2016-07-16,Preventivo,7,3691,Planta Norte
OT000564,E008,2016-07-17,Preventivo,2,3497,Planta Oeste
OT000565,E001,2016-07-18,Preventivo,33,2460,Planta Sur
OT000566,E007,2016-07-19,Preventivo,33,3866,Planta Oeste
OT000567,E006,2016-07-20,Correctivo,19,1421,Planta Oeste
OT000568,E001,2016-07-21,Correctivo,2,2599,Planta Norte
OT000569,E019,2016-07-22,Correctivo,22,2705,Planta Este
OT000570,E001,2016-07-23,Correctivo,38,3374,Planta Norte
OT000571,E005,2016-07-24,Correctivo,28,4235,Planta Oeste
OT000572,E010,2016-07-25,Preventivo,31,1768,Planta Este
OT000573,E002,2016-07-26,Correctivo,47,4308,Planta Oeste
OT000574,E003,2016-07-27,Correctivo,31,4811,Planta Oeste
OT000575,E016,2016-07-28,Correctivo,25,2538,Planta Sur
OT000576,E006,2016-07-29,Correctivo,23,2441,Planta Norte
OT000577,E017,2016-07-30,Preventivo,15,2414,Planta Este
OT000578,E012,2016-07-31,Correctivo,9,3470,Planta Sur
OT000579,E020,2016-08-01,Correctivo,3,933,Planta Sur
OT000580,E006,2016-08-02,Preventivo,9,4319,Planta Oeste
OT000581,E002,2016-08-03,Correctivo,41,2516,Planta Oeste
OT000582,E011,2016-08-04,Preventivo,29,4623,Planta Oeste
OT000583,E012,2016-08-05,Correctivo,3,2672,Planta Norte
OT000584,E010,2016-08-06,Preventivo,11,4010,Planta Este
OT000585,E010,2016-08-07,Preventivo,26,2102,Planta Norte
OT000586,E007,2016-08-08,Preventivo,19,4106,Planta Norte
OT000587,E019,2016-08-09,Preventivo,35,3471,Planta Sur
OT000588,E001,2016-08-10,Correctivo,36,1889,Planta Oeste
OT000589,E007,2016-08-11,Preventivo,17,1321,Planta Oeste
OT000590,E009,2016-08-12,Correctivo,4,1083,Planta Este
OT000591,E003,2016-08-13,Preventivo,10,4696,Planta Este
OT000592,E011,2016-08-14,Correctivo,41,3995,Planta Norte
OT000593,E005,2016-08-15,Correctivo,13,967,Planta Norte
OT000594,E020,2016-08-16,Correctivo,9,1786,Planta Sur
OT000595,E013,2016-08-17,Preventivo,22,1575,Planta Norte
OT000596,E019,2016-08-18,Correctivo,42,2270,Planta Oeste
OT000597,E005,2016-08-19,Preventivo,21,1472,Planta Este
OT000598,E005,2016-08-20,Correctivo,39,2048,Planta Este
OT000599,E009,2016-08-21,Correctivo,37,2415,Planta Oeste
OT000600,E016,2016-08-22,Preventivo,44,2265,Planta Sur
OT000601,E010,2016-08-23,Correctivo,27,3759,Planta Sur
OT000602,E007,2016-08-24,Correctivo,14,1768,Planta Norte
OT000603,E002,2016-08-25,Correctivo,11,4499,Planta Sur
OT000604,E001,2016-08-26,Correctivo,47,4750,Planta Este
OT000605,E012,2016-08-27,Preventivo,16,4738,Planta Este
OT000606,E019,2016-08-28,Correctivo,40,4897,Planta Norte
OT000607,E017,2016-08-29,Preventivo,43,3677,Planta Oeste
OT000608,E006,2016-08-30,Correctivo,47,564,Planta Este
OT000609,E016,2016-08-31,Correctivo,24,1111,Planta Norte
OT000610,E012,2016-09-01,Preventivo,35,4725,Planta Sur
OT000611,E015,2016-09-02,Correctivo,42,1995,Planta Oeste
OT000612,E018,2016-09-03,Correctivo,25,4531,Planta Oeste
OT000613,E004,2016-09-04,Preventivo,13,2870,Planta Oeste
OT000614,E004,2016-09-05,Correctivo,26,4178,Planta Sur
OT000615,E013,2016-09-06,Correctivo,25,3455,Planta Sur
OT000616,E007,2016-09-07,Preventivo,21,1135,Planta Sur
OT000617,E002,2016-09-08,Preventivo,45,3021,Planta Este
OT000618,E018,2016-09-09,Preventivo,9,1452,Planta Este
OT000619,E017,2016-09-10,Correctivo,7,1004,Planta Norte
OT000620,E005,2016-09-11,Preventivo,41,972,Planta Este
OT000621,E011,2016-09-12,Preventivo,38,4504,Planta Oeste
OT000622,E013,2016-09-13,Correctivo,16,3728,Planta Sur
OT000623,E010,2016-09-14,Preventivo,35,4362,Planta Oeste
OT000624,E013,2016-09-15,Preventivo,10,4547,Planta Oeste
OT000625,E006,2016-09-16,Correctivo,43,3757,Planta Sur
OT000626,E009,2016-09-17,Correctivo,15,2746,Planta Este
OT000627,E004,2016-09-18,Correctivo,33,3732,Planta Sur
OT000628,E012,2016-09-19,Preventivo,36,2696,Planta Norte
OT000629,E005,2016-09-20,Correctivo,24,2294,Planta Este
OT000630,E003,2016-09-21,Correctivo,19,2224,Planta Este
OT000631,E008,2016-09-22,Preventivo,25,1203,Planta Norte
OT000632,E020,2016-09-23,Correctivo,18,3378,Planta Norte
OT000633,E012,2016-09-24,Correctivo,32,2941,Planta Sur
OT000634,E004,2016-09-25,Preventivo,7,4943,Planta Norte
OT000635,E013,2016-09-26,Preventivo,30,2139,Planta Norte
OT000636,E006,2016-09-27,Correctivo,33,3637,Planta Sur
OT000637,E019,2016-09-28,Preventivo,33,1542,Planta Norte
OT000638,E014,2016-09-29,Preventivo,31,4814,Planta Sur
OT000639,E005,2016-09-30,Correctivo,11,2473,Planta Oeste
OT000640,E010,2016-10-01,Correctivo,18,1719,Planta Este
OT000641,E002,2016-10-02,Correctivo,35,1771,Planta Oeste
OT000642,E014,2016-10-03,Correctivo,11,871,Planta Norte
OT000643,E011,2016-10-04,Correctivo,18,4105,Planta Sur
OT000644,E001,2016-10-05,Preventivo,4,2140,Planta Este
OT000645,E009,2016-10-06,Preventivo,21,2048,Planta Oeste
OT000646,E011,2016-10-07,Preventivo,14,3699,Planta Norte
OT000647,E011,2016-10-08,Preventivo,10,2858,Planta Norte
OT000648,E002,2016-10-09,Preventivo,30,3669,Planta Sur
OT000649,E002,2016-10-10,Preventivo,28,2522,Planta Oeste
OT000650,E001,2016-10-11,Correctivo,26,4481,Planta Oeste
OT000651,E005,2016-10-12,Correctivo,15,2516,Planta Norte
OT000652,E019,2016-10-13,Correctivo,31,2593,Planta Sur
OT000653,E005,2016-10-14,Preventivo,30,2669,Planta Oeste
OT000654,E011,2016-10-15,Correctivo,20,3636,Planta Norte
OT000655,E019,2016-10-16,Preventivo,13,3479,Planta Este
OT000656,E014,2016-10-17,Correctivo,42,2432,Planta Sur
OT000657,E004,2016-10-18,Preventivo,18,3450,Planta Oeste
OT000658,E018,2016-10-19,Preventivo,9,2006,Planta Sur
OT000659,E013,2016-10-20,Correctivo,25,3720,Planta Norte
OT000660,E007,2016-10-21,Correctivo,39,704,Planta Norte
OT000661,E013,2016-10-22,Preventivo,11,1601,Planta Oeste
OT000662,E018,2016-10-23,Correctivo,27,3960,Planta Este
OT000663,E005,2016-10-24,Correctivo,8,1130,Planta Sur
OT000664,E001,2016-10-25,Preventivo,8,1710,Planta Norte
OT000665,E002,2016-10-26,Correctivo,29,2642,Planta Sur
OT000666,E002,2016-10-27,Correctivo,23,1607,Planta Este
OT000667,E003,2016-10-28,Preventivo,25,3978,Planta Sur
OT000668,E005,2016-10-29,Correctivo,44,4389,Planta Oeste
OT000669,E016,2016-10-30,Preventivo,9,2679,Planta Sur
OT000670,E007,2016-10-31,Preventivo,13,1255,Planta Oeste
OT000671,E005,2016-11-01,Correctivo,33,4956,Planta Este
OT000672,E010,2016-11-02,Correctivo,31,1944,Planta Sur
OT000673,E020,2016-11-03,Correctivo,38,3196,Planta Oeste
OT000674,E019,2016-11-04,Correctivo,38,4277,Planta Este
OT000675,E001,2016-11-05,Preventivo,3,1158,Planta Norte
OT000676,E007,2016-11-06,Preventivo,19,4859,Planta Este
OT000677,E003,2016-11-07,Correctivo,11,2791,Planta Norte
OT000678,E019,2016-11-08,Preventivo,18,3456,Planta Sur
OT000679,E002,2016-11-09,Preventivo,7,1145,Planta Este
OT000680,E015,2016-11-10,Preventivo,42,1176,Planta Norte
OT000681,E010,2016-11-11,Preventivo,2,1556,Planta Oeste
OT000682,E011,2016-11-12,Correctivo,20,4038,Planta Norte
OT000683,E010,2016-11-13,Preventivo,18,3637,Planta Este
OT000684,E004,2016-11-14,Preventivo,15,4047,Planta Oeste
OT000685,E011,2016-11-15,Correctivo,47,3546,Planta Oeste
OT000686,E003,2016-11-16,Correctivo,5,3929,Planta Oeste
OT000687,E019,2016-11-17,Preventivo,4,3858,Planta Oeste
OT000688,E007,2016-11-18,Correctivo,14,2005,Planta Norte
OT000689,E001,2016-11-19,Correctivo,2,1890,Planta Norte
OT000690,E019,2016-11-20,Preventivo,17,2100,Planta Norte
OT000691,E020,2016-11-21,Preventivo,30,4512,Planta Este
OT000692,E007,2016-11-22,Preventivo,19,1133,Planta Sur
OT000693,E001,2016-11-23,Correctivo,20,964,Planta Oeste
OT000694,E003,2016-11-24,Preventivo,32,3111,Planta Oeste
OT000695,E012,2016-11-25,Preventivo,26,3788,Planta Oeste
OT000696,E011,2016-11-26,Preventivo,31,3262,Planta Este
OT000697,E014,2016-11-27,Preventivo,8,550,Planta Este
OT000698,E006,2016-11-28,Preventivo,34,730,Planta Este
OT000699,E001,2016-11-29,Preventivo,45,4768,Planta Este
OT000700,E002,2016-11-30,Preventivo,40,3972,Planta Norte
OT000701,E014,2016-12-01,Correctivo,8,1271,Planta Sur
OT000702,E016,2016-12-02,Correctivo,20,2657,Planta Oeste
OT000703,E006,2016-12-03,Preventivo,8,4066,Planta Oeste
OT000704,E009,2016-12-04,Correctivo,21,4165,Planta Norte
OT000705,E003,2016-12-05,Correctivo,45,2721,Planta Norte
OT000706,E018,2016-12-06,Correctivo,3,1668,Planta Oeste
OT000707,E010,2016-12-07,Preventivo,33,2573,Planta Norte
OT000708,E014,2016-12-08,Preventivo,30,4030,Planta Este
OT000709,E006,2016-12-09,Preventivo,44,1970,Planta Este
OT000710,E019,2016-12-10,Preventivo,32,2062,Planta Sur
OT000711,E003,2016-12-11,Preventivo,26,2319,Planta Este
OT000712,E003,2016-12-12,Correctivo,3,2927,Planta Norte
OT000713,E015,2016-12-13,Preventivo,43,845,Planta Norte
OT000714,E008,2016-12-14,Preventivo,15,2949,Planta Oeste
OT000715,E008,2016-12-15,Preventivo,7,1792,Planta Este
OT000716,E006,2016-12-16,Correctivo,15,1113,Planta Oeste
OT000717,E009,2016-12-17,Correctivo,29,2898,Planta Este
OT000718,E008,2016-12-18,Preventivo,22,1163,Planta Sur
OT000719,E018,2016-12-19,Correctivo,40,2074,Planta Este
OT000720,E005,2016-12-20,Correctivo,47,1798,Planta Norte
OT000721,E009,2016-12-21,Correctivo,41,4945,Planta Norte
OT000722,E019,2016-12-22,Correctivo,32,1897,Planta Oeste
OT000723,E020,2016-12-23,Preventivo,36,649,Planta Este
OT000724,E007,2016-12-24,Correctivo,41,2687,Planta Oeste
OT000725,E015,2016-12-25,Correctivo,38,1725,Planta Este
OT000726,E009,2016-12-26,Correctivo,3,1666,Planta Norte
OT000727,E011,2016-12-27,Correctivo,13,2270,Planta Sur
OT000728,E016,2016-12-28,Preventivo,42,3489,Planta Este
OT000729,E014,2016-12-29,Correctivo,41,3543,Planta Oeste
OT000730,E002,2016-12-30,Correctivo,22,1060,Planta Sur
OT000731,E015,2016-12-31,Preventivo,38,1115,Planta Sur
OT000732,E018,2017-01-01,Correctivo,29,2031,Planta Sur
OT000733,E003,2017-01-02,Correctivo,22,1600,Planta Este
OT000734,E012,2017-01-03,Correctivo,10,4401,Planta Este
OT000735,E003,2017-01-04,Preventivo,44,3690,Planta Oeste
OT000736,E001,2017-01-05,Preventivo,35,1780,Planta Norte
OT000737,E003,2017-01-06,Correctivo,43,2291,Planta Sur
OT000738,E011,2017-01-07,Preventivo,41,4427,Planta Este
OT000739,E020,2017-01-08,Preventivo,8,715,Planta Oeste
OT000740,E019,2017-01-09,Correctivo,13,4765,Planta Este
OT000741,E010,2017-01-10,Correctivo,8,3242,Planta Sur
OT000742,E015,2017-01-11,Preventivo,36,1912,Planta Oeste
OT000743,E007,2017-01-12,Correctivo,43,1894,Planta Sur
OT000744,E003,2017-01-13,Correctivo,18,4074,Planta Este
OT000745,E002,2017-01-14,Correctivo,7,2486,Planta Norte
OT000746,E008,2017-01-15,Correctivo,36,679,Planta Oeste
OT000747,E006,2017-01-16,Preventivo,12,4686,Planta Norte
OT000748,E016,2017-01-17,Correctivo,43,3165,Planta Oeste
OT000749,E006,2017-01-18,Preventivo,36,789,Planta Norte
OT000750,E006,2017-01-19,Correctivo,22,1488,Planta Este
OT000751,E001,2017-01-20,Correctivo,6,4518,Planta Este
OT000752,E005,2017-01-21,Preventivo,30,4839,Planta Sur
OT000753,E009,2017-01-22,Preventivo,11,560,Planta Este
OT000754,E013,2017-01-23,Correctivo,40,3947,Planta Norte
OT000755,E004,2017-01-24,Correctivo,23,2476,Planta Sur
OT000756,E007,2017-01-25,Correctivo,12,1522,Planta Norte
OT000757,E012,2017-01-26,Correctivo,27,2036,Planta Este
OT000758,E015,2017-01-27,Preventivo,8,3232,Planta Este
OT000759,E007,2017-01-28,Correctivo,7,3730,Planta Este
OT000760,E002,2017-01-29,Correctivo,24,4682,Planta Sur
OT000761,E015,2017-01-30,Preventivo,32,641,Planta Oeste
OT000762,E017,2017-01-31,Correctivo,18,3994,Planta Sur
OT000763,E001,2017-02-01,Preventivo,36,521,Planta Oeste
OT000764,E017,2017-02-02,Correctivo,31,2364,Planta Norte
OT000765,E020,2017-02-03,Preventivo,33,4621,Planta Oeste
OT000766,E016,2017-02-04,Preventivo,21,4558,Planta Sur
OT000767,E005,2017-02-05,Correctivo,30,4673,Planta Oeste
OT000768,E008,2017-02-06,Correctivo,40,2079,Planta Sur
OT000769,E005,2017-02-07,Preventivo,36,1791,Planta Este
OT000770,E017,2017-02-08,Correctivo,44,2582,Planta Este
OT000771,E009,2017-02-09,Correctivo,33,973,Planta Sur
OT000772,E007,2017-02-10,Correctivo,6,4367,Planta Oeste
OT000773,E006,2017-02-11,Preventivo,47,1132,Planta Sur
OT000774,E018,2017-02-12,Correctivo,19,2281,Planta Sur
OT000775,E009,2017-02-13,Correctivo,42,4447,Planta Este
OT000776,E005,2017-02-14,Preventivo,28,3179,Planta Sur
OT000777,E002,2017-02-15,Preventivo,8,2539,Planta Oeste
OT000778,E006,2017-02-16,Preventivo,35,4798,Planta Este
OT000779,E015,2017-02-17,Preventivo,19,4702,Planta Este
OT000780,E014,2017-02-18,Correctivo,31,3550,Planta Oeste
OT000781,E010,2017-02-19,Preventivo,28,3882,Planta Oeste
OT000782,E011,2017-02-20,Correctivo,13,534,Planta Este
OT000783,E010,2017-02-21,Correctivo,39,4910,Planta Sur
OT000784,E004,2017-02-22,Preventivo,21,2768,Planta Norte
OT000785,E006,2017-02-23,Preventivo,41,3181,Planta Norte
OT000786,E004,2017-02-24,Correctivo,46,888,Planta Este
OT000787,E008,2017-02-25,Preventivo,2,2209,Planta Sur
OT000788,E014,2017-02-26,Correctivo,41,4796,Planta Norte
OT000789,E006,2017-02-27,Correctivo,41,1762,Planta Oeste
OT000790,E009,2017-02-28,Correctivo,33,4553,Planta Sur
OT000791,E017,2017-03-01,Preventivo,22,789,Planta Norte
OT000792,E003,2017-03-02,Correctivo,38,4175,Planta Norte
OT000793,E014,2017-03-03,Correctivo,4,768,Planta Sur
OT000794,E003,2017-03-04,Correctivo,13,1693,Planta Este
OT000795,E003,2017-03-05,Preventivo,12,4428,Planta Norte
OT000796,E001,2017-03-06,Correctivo,13,1385,Planta Norte
OT000797,E016,2017-03-07,Preventivo,16,1474,Planta Sur
OT000798,E017,2017-03-08,Correctivo,20,2073,Planta Norte
OT000799,E001,2017-03-09,Preventivo,6,2970,Planta Norte
OT000800,E016,2017-03-10,Preventivo,29,3949,Planta Norte
OT000801,E016,2017-03-11,Correctivo,3,1866,Planta Norte
OT000802,E007,2017-03-12,Preventivo,40,1605,Planta Oeste
OT000803,E009,2017-03-13,Preventivo,3,2995,Planta Oeste
